transaction_id,order_id,customer_id,merchant_id,amount_paise,currency,payment_method,gateway,created_at,completed_at,outcome,loss_flag,loss_amount,loss_type
TX_42_21_1961,ORD_TX_42_21_1961,CUST_859746_582,MERCH_66886_7,283635,INR,WALLET,G4,2023-08-09 15:07:00,2023-08-12 05:42:15.737281,SUCCESS,False,0,
TX_42_22_7316,ORD_TX_42_22_7316,CUST_550195_452,MERCH_45222_22,291003,INR,CARD,G3,2023-05-31 14:45:00,2023-06-02 21:05:18.100144,SUCCESS,False,0,
TX_42_23_5906,ORD_TX_42_23_5906,CUST_529332_1119,MERCH_92798_16,167042,INR,UPI,G4,2023-09-10 21:45:00,2023-09-13 22:21:56.803739,SUCCESS,False,0,
TX_42_24_8483,ORD_TX_42_24_8483,CUST_694604_598,MERCH_88657_75,105248,INR,UPI,G1,2023-01-23 19:26:00,2023-01-25 20:03:20.083447,SUCCESS,False,0,
TX_42_25_4561,ORD_TX_42_25_4561,CUST_538716_605,MERCH_48467_57,280430,INR,UPI,G1,2023-08-18 18:19:00,2023-08-20 09:02:04.628931,SUCCESS,False,0,
TX_42_26_7197,ORD_TX_42_26_7197,CUST_955342_783,MERCH_86429_74,135377,INR,CARD,G1,2023-01-04 22:11:00,2023-01-07 02:07:55.865226,SUCCESS,False,0,
TX_42_27_3330,ORD_TX_42_27_3330,CUST_965291_71,MERCH_25338_78,501037,INR,UPI,G4,2023-07-10 22:14:00,2023-07-13 20:10:48.961068,SUCCESS,False,0,
TX_42_28_3843,ORD_TX_42_28_3843,CUST_787687_1198,MERCH_89605_92,248185,INR,UPI,G1,2023-06-03 12:13:00,2023-06-04 21:03:11.907653,SUCCESS,False,0,
TX_42_29_5933,ORD_TX_42_29_5933,CUST_210155_1187,MERCH_15600_62,149012,INR,UPI,G2,2023-03-01 11:27:00,2023-03-03 05:34:46.023203,SUCCESS,False,0,
TX_42_30_8910,ORD_TX_42_30_8910,CUST_130099_1573,MERCH_58984_18,160650,INR,CARD,G3,2023-10-14 05:35:00,2023-10-15 13:27:44.411174,SUCCESS,False,0,
TX_42_33_8498,ORD_TX_42_33_8498,CUST_844086_11,MERCH_75726_66,189357,INR,NETBANKING,G1,2023-11-24 18:04:00,2023-11-27 03:08:46.626106,SUCCESS,False,0,
TX_42_34_2269,ORD_TX_42_34_2269,CUST_248586_1260,MERCH_13051_79,520944,INR,CARD,G1,2023-04-29 12:19:00,2023-05-01 01:48:50.508365,SUCCESS,False,0,
TX_42_35_5155,ORD_TX_42_35_5155,CUST_870044_320,MERCH_10301_65,462092,INR,CARD,G2,2023-06-21 00:59:00,2023-06-22 21:02:15.997508,SUCCESS,False,0,
TX_42_38_4866,ORD_TX_42_38_4866,CUST_787220_615,MERCH_13343_86,196347,INR,UPI,G3,2023-04-23 01:23:00,2023-04-25 08:46:34.687912,SUCCESS,False,0,
TX_42_39_9832,ORD_TX_42_39_9832,CUST_279761_939,MERCH_35945_83,335590,INR,UPI,G1,2023-12-09 19:48:00,2023-12-11 12:41:11.504197,SUCCESS,False,0,
TX_42_40_8493,ORD_TX_42_40_8493,CUST_887494_28,MERCH_66886_7,350782,INR,CARD,G3,2023-02-11 12:20:00,2023-02-14 04:48:49.707447,SUCCESS,False,0,
TX_42_41_4512,ORD_TX_42_41_4512,CUST_811195_1499,MERCH_56175_85,445560,INR,CARD,G2,2023-10-23 02:59:00,2023-10-24 08:17:07.164749,SUCCESS,False,0,
TX_42_42_7578,ORD_TX_42_42_7578,CUST_530599_1230,MERCH_90077_11,269120,INR,NETBANKING,G2,2023-01-15 10:29:00,2023-01-17 17:39:58.669933,SUCCESS,False,0,
TX_42_43_1375,ORD_TX_42_43_1375,CUST_913738_266,MERCH_69150_6,147068,INR,WALLET,G4,2023-09-01 04:55:00,2023-09-04 07:13:39.807039,SUCCESS,False,0,
TX_42_44_4637,ORD_TX_42_44_4637,CUST_381342_115,MERCH_87505_56,121802,INR,UPI,G3,2023-05-24 03:39:00,2023-05-25 22:27:24.604043,SUCCESS,False,0,
TX_42_45_3381,ORD_TX_42_45_3381,CUST_110699_797,MERCH_31959_34,479365,INR,UPI,G2,2023-02-09 15:09:00,2023-02-11 12:34:17.294605,SUCCESS,False,0,
TX_42_46_7360,ORD_TX_42_46_7360,CUST_950350_1301,MERCH_69150_6,131552,INR,UPI,G1,2023-07-02 09:09:00,2023-07-04 20:18:33.518809,SUCCESS,False,0,
TX_42_47_8345,ORD_TX_42_47_8345,CUST_623138_188,MERCH_20647_72,255948,INR,UPI,G2,2023-10-06 19:45:00,2023-10-27 19:25:15.226317,SUCCESS,True,255948,CHARGEBACK
TX_42_48_4715,ORD_TX_42_48_4715,CUST_996473_1693,MERCH_32299_29,403905,INR,UPI,G4,2023-04-17 14:06:00,2023-04-20 06:59:29.664896,SUCCESS,False,0,
TX_42_49_8933,ORD_TX_42_49_8933,CUST_585687_1784,MERCH_32299_29,291308,INR,UPI,G3,2023-09-30 21:22:00,2023-10-03 03:44:18.938992,SUCCESS,False,0,
TX_42_50_1171,ORD_TX_42_50_1171,CUST_275399_273,MERCH_69040_53,143369,INR,UPI,G1,2023-06-03 16:08:00,2023-06-06 10:40:27.748037,SUCCESS,False,0,
TX_42_52_9671,ORD_TX_42_52_9671,CUST_866988_1353,MERCH_32399_58,106514,INR,UPI,G2,2023-02-19 15:20:00,2023-02-21 05:54:28.740576,SUCCESS,False,0,
TX_42_53_5270,ORD_TX_42_53_5270,CUST_928569_1714,MERCH_69735_3,151373,INR,UPI,G1,2023-07-19 06:12:00,2023-07-20 17:43:09.199990,SUCCESS,False,0,
TX_42_54_3313,ORD_TX_42_54_3313,CUST_437369_1645,MERCH_13051_79,251779,INR,WALLET,G4,2023-10-04 13:22:00,2023-10-05 19:24:26.327969,SUCCESS,False,0,
TX_42_55_2819,ORD_TX_42_55_2819,CUST_697093_1338,MERCH_18571_17,75884,INR,CARD,G1,2023-08-11 20:29:00,2023-08-13 05:04:45.929341,SUCCESS,False,0,
TX_42_56_6911,ORD_TX_42_56_6911,CUST_648277_1510,MERCH_81295_47,255360,INR,UPI,G1,2023-10-04 21:57:00,2023-10-07 15:29:10.588813,SUCCESS,False,0,
TX_42_57_6428,ORD_TX_42_57_6428,CUST_751844_749,MERCH_10206_25,87392,INR,CARD,G4,2023-06-20 02:15:00,2023-06-21 18:32:01.530586,SUCCESS,False,0,
TX_42_59_3887,ORD_TX_42_59_3887,CUST_722117_213,MERCH_63351_54,101057,INR,WALLET,G3,2023-12-11 06:46:00,2023-12-13 13:59:48.481289,SUCCESS,False,0,
TX_42_60_4296,ORD_TX_42_60_4296,CUST_374486_312,MERCH_22666_20,89547,INR,UPI,G1,2023-10-15 07:49:00,2023-10-16 16:03:26.256954,SUCCESS,False,0,
TX_42_61_7772,ORD_TX_42_61_7772,CUST_233296_1424,MERCH_72752_91,57248,INR,UPI,G2,2023-04-21 18:42:00,2023-04-23 23:25:43.176738,SUCCESS,False,0,
TX_42_62_6650,ORD_TX_42_62_6650,CUST_508376_1983,MERCH_18571_17,69897,INR,NETBANKING,G2,2023-03-10 03:47:00,2023-03-12 03:39:32.803281,SUCCESS,False,0,
TX_42_64_2033,ORD_TX_42_64_2033,CUST_305768_755,MERCH_32299_29,317994,INR,CARD,G1,2023-05-15 12:45:00,2023-05-18 01:40:34.480551,SUCCESS,False,0,
TX_42_65_7222,ORD_TX_42_65_7222,CUST_620985_622,MERCH_18571_17,125399,INR,WALLET,G2,2023-12-13 03:54:00,2023-12-14 17:51:40.966544,SUCCESS,False,0,
TX_42_66_8465,ORD_TX_42_66_8465,CUST_210155_1187,MERCH_76557_12,187784,INR,CARD,G1,2023-09-21 21:22:00,2023-09-23 15:16:35.656966,SUCCESS,False,0,
TX_42_67_5086,ORD_TX_42_67_5086,CUST_418714_88,MERCH_26364_94,339134,INR,UPI,G1,2023-01-19 21:53:00,2023-01-21 09:44:27.132676,SUCCESS,False,0,
TX_42_70_4197,ORD_TX_42_70_4197,CUST_233172_1462,MERCH_89309_24,225564,INR,UPI,G2,2023-04-19 08:32:00,2023-04-22 07:52:12.976589,SUCCESS,False,0,
TX_42_71_6178,ORD_TX_42_71_6178,CUST_248702_904,MERCH_55017_70,366763,INR,CARD,G4,2023-01-29 11:02:00,2023-01-30 22:45:01.461676,SUCCESS,False,0,
TX_42_72_4158,ORD_TX_42_72_4158,CUST_576513_1146,MERCH_97092_40,164603,INR,CARD,G1,2023-06-27 11:16:00,2023-06-30 06:32:50.333223,SUCCESS,False,0,
TX_42_73_2340,ORD_TX_42_73_2340,CUST_290237_1118,MERCH_12693_30,295799,INR,CARD,G3,2023-02-09 02:15:00,2023-02-10 16:59:05.462252,SUCCESS,False,0,
TX_42_77_8893,ORD_TX_42_77_8893,CUST_881725_673,MERCH_32662_21,95630,INR,UPI,G1,2023-01-24 11:22:00,2023-01-26 20:20:53.807347,SUCCESS,False,0,
TX_42_78_2128,ORD_TX_42_78_2128,CUST_114060_227,MERCH_63351_54,110253,INR,CARD,G1,2023-01-29 04:22:00,2023-01-31 13:42:01.868649,SUCCESS,False,0,
TX_42_79_5961,ORD_TX_42_79_5961,CUST_359480_1731,MERCH_48467_57,323032,INR,UPI,G4,2023-12-09 16:07:00,2023-12-11 09:43:40.531027,SUCCESS,False,0,
TX_42_80_2867,ORD_TX_42_80_2867,CUST_340891_1458,MERCH_80467_41,162646,INR,UPI,G1,2023-01-22 07:52:00,2023-01-25 02:12:25.440057,SUCCESS,False,0,
TX_42_82_1060,ORD_TX_42_82_1060,CUST_954568_1703,MERCH_69040_53,114827,INR,CARD,G3,2023-01-05 23:50:00,2023-01-08 14:23:24.051245,SUCCESS,False,0,
TX_42_85_3728,ORD_TX_42_85_3728,CUST_859746_582,MERCH_45222_22,383103,INR,CARD,G3,2023-10-08 15:34:00,2023-10-10 23:38:29.846353,SUCCESS,False,0,
TX_42_86_7269,ORD_TX_42_86_7269,CUST_266892_1232,MERCH_80091_59,177690,INR,CARD,G2,2023-11-20 22:38:00,2023-11-22 23:27:03.221105,SUCCESS,False,0,
TX_42_87_7257,ORD_TX_42_87_7257,CUST_161476_12,MERCH_55017_70,360782,INR,CARD,G1,2023-01-09 19:14:00,2023-01-11 00:32:38.926396,SUCCESS,False,0,
TX_42_90_7481,ORD_TX_42_90_7481,CUST_989493_1716,MERCH_59115_95,197069,INR,UPI,G2,2023-09-09 18:35:00,2023-09-10 23:47:29.336260,SUCCESS,False,0,
TX_42_91_7704,ORD_TX_42_91_7704,CUST_845219_1289,MERCH_89309_24,171283,INR,UPI,G1,2023-07-22 13:50:00,2023-07-24 14:10:50.905837,SUCCESS,False,0,
TX_42_93_4276,ORD_TX_42_93_4276,CUST_767304_1360,MERCH_45222_22,350747,INR,CARD,G3,2023-02-23 04:12:00,2023-02-24 23:32:48.978079,SUCCESS,False,0,
TX_42_95_4364,ORD_TX_42_95_4364,CUST_350100_1294,MERCH_51606_8,580452,INR,UPI,G1,2023-06-29 21:18:00,2023-07-02 08:17:54.172521,SUCCESS,False,0,
TX_42_97_4518,ORD_TX_42_97_4518,CUST_970020_894,MERCH_87505_56,167324,INR,UPI,G1,2023-04-08 02:18:00,2023-04-10 22:38:21.617209,SUCCESS,False,0,
TX_42_99_9119,ORD_TX_42_99_9119,CUST_245788_824,MERCH_72752_91,72033,INR,NETBANKING,G2,2023-02-09 15:58:00,2023-02-11 13:33:14.453812,SUCCESS,False,0,
TX_42_100_9534,ORD_TX_42_100_9534,CUST_333612_1822,MERCH_89605_92,215118,INR,UPI,G3,2023-05-27 10:16:00,2023-05-29 05:10:22.863683,SUCCESS,False,0,
TX_42_101_9627,ORD_TX_42_101_9627,CUST_994647_138,MERCH_83656_48,393282,INR,CARD,G3,2023-06-29 09:13:00,2023-06-30 23:27:28.980562,SUCCESS,False,0,
TX_42_102_5887,ORD_TX_42_102_5887,CUST_218696_1844,MERCH_16776_33,39996,INR,UPI,G1,2023-03-18 11:59:00,2023-03-20 22:22:24.862505,SUCCESS,False,0,
TX_42_104_7782,ORD_TX_42_104_7782,CUST_148777_1063,MERCH_69150_6,94763,INR,UPI,G2,2023-05-10 12:19:00,2023-05-13 06:36:20.656582,SUCCESS,False,0,
TX_42_105_3682,ORD_TX_42_105_3682,CUST_879446_989,MERCH_11016_15,326100,INR,UPI,G3,2023-07-16 07:47:00,2023-07-17 17:32:41.513355,SUCCESS,True,326100,PAYMENT_STATE_DIVERGENCE
TX_42_107_5196,ORD_TX_42_107_5196,CUST_700541_1544,MERCH_75726_66,140310,INR,UPI,G3,2023-11-26 01:23:00,2023-11-27 13:31:12.867445,SUCCESS,False,0,
TX_42_108_3793,ORD_TX_42_108_3793,CUST_837685_1190,MERCH_25795_0,268842,INR,NETBANKING,G4,2023-07-20 10:08:00,2023-07-20 10:10:28.053828,FAILED,False,0,
TX_42_109_5567,ORD_TX_42_109_5567,CUST_331496_1262,MERCH_26364_94,362107,INR,WALLET,G1,2023-05-27 02:08:00,2023-05-29 02:29:30.171424,SUCCESS,False,0,
TX_42_110_4491,ORD_TX_42_110_4491,CUST_853298_1237,MERCH_75726_66,197836,INR,UPI,G4,2023-02-08 14:15:00,2023-02-10 07:24:08.482661,SUCCESS,False,0,
TX_42_111_4057,ORD_TX_42_111_4057,CUST_808754_332,MERCH_78840_36,177776,INR,CARD,G2,2023-03-02 23:56:00,2023-03-04 21:26:16.669322,SUCCESS,False,0,
TX_42_112_5150,ORD_TX_42_112_5150,CUST_446874_991,MERCH_83969_9,112989,INR,UPI,G3,2023-09-04 09:55:00,2023-09-05 14:17:27.711847,SUCCESS,False,0,
TX_42_114_4443,ORD_TX_42_114_4443,CUST_186231_485,MERCH_58190_19,396476,INR,UPI,G1,2023-05-21 14:44:00,2023-05-23 05:06:23.230425,SUCCESS,False,0,
TX_42_115_5052,ORD_TX_42_115_5052,CUST_925782_1974,MERCH_92018_55,146549,INR,UPI,G3,2023-03-31 19:55:00,2023-04-03 20:31:03.110510,SUCCESS,False,0,
TX_42_117_2992,ORD_TX_42_117_2992,CUST_717895_306,MERCH_95314_67,425860,INR,UPI,G1,2023-02-01 10:39:00,2023-02-02 23:15:09.884713,SUCCESS,False,0,
TX_42_118_6819,ORD_TX_42_118_6819,CUST_781509_1749,MERCH_31959_34,318213,INR,UPI,G3,2023-09-18 14:59:00,2023-09-21 03:52:54.985416,SUCCESS,False,0,
TX_42_119_1988,ORD_TX_42_119_1988,CUST_915862_427,MERCH_83523_81,453187,INR,WALLET,G2,2023-08-18 03:56:00,2023-08-20 08:53:37.773996,SUCCESS,False,0,
TX_42_120_7310,ORD_TX_42_120_7310,CUST_616409_959,MERCH_35945_83,265301,INR,CARD,G2,2023-04-05 22:57:00,2023-04-23 20:33:47.399869,SUCCESS,True,265301,CHARGEBACK
TX_42_121_3064,ORD_TX_42_121_3064,CUST_999885_326,MERCH_95314_67,415054,INR,CARD,G2,2023-07-30 21:02:00,2023-08-02 21:06:40.591105,SUCCESS,False,0,
TX_42_122_1508,ORD_TX_42_122_1508,CUST_836983_1116,MERCH_88657_75,245369,INR,UPI,G2,2023-04-11 14:23:00,2023-04-14 15:36:32.706359,SUCCESS,False,0,
TX_42_123_8160,ORD_TX_42_123_8160,CUST_519139_687,MERCH_10854_39,109603,INR,UPI,G1,2023-06-25 16:02:00,2023-06-28 02:44:23.499082,SUCCESS,False,0,
TX_42_126_5934,ORD_TX_42_126_5934,CUST_471616_1093,MERCH_10301_65,435368,INR,UPI,G1,2023-06-11 02:32:00,2023-06-13 16:43:47.856500,SUCCESS,False,0,
TX_42_127_4932,ORD_TX_42_127_4932,CUST_714553_1700,MERCH_64748_71,120858,INR,UPI,G3,2023-10-08 03:06:00,2023-10-09 09:34:33.480978,SUCCESS,False,0,
TX_42_128_2932,ORD_TX_42_128_2932,CUST_628714_1487,MERCH_97092_40,168309,INR,NETBANKING,G3,2023-08-06 09:07:00,2023-08-08 20:34:09.405179,SUCCESS,False,0,
TX_42_129_2928,ORD_TX_42_129_2928,CUST_626861_348,MERCH_83744_63,148499,INR,UPI,G3,2023-06-01 15:38:00,2023-06-03 13:15:27.430594,SUCCESS,False,0,
TX_42_130_5161,ORD_TX_42_130_5161,CUST_210155_1187,MERCH_53919_90,288700,INR,UPI,G2,2023-08-14 18:13:00,2023-08-17 17:30:24.770484,SUCCESS,False,0,
TX_42_131_1501,ORD_TX_42_131_1501,CUST_743162_48,MERCH_99480_84,560859,INR,WALLET,G1,2023-12-07 15:22:00,2023-12-09 10:50:10.397637,SUCCESS,False,0,
TX_42_132_7799,ORD_TX_42_132_7799,CUST_484890_1679,MERCH_25795_0,383362,INR,UPI,G3,2023-06-09 11:31:00,2023-06-11 01:50:33.410755,SUCCESS,False,0,
TX_42_133_9677,ORD_TX_42_133_9677,CUST_164323_199,MERCH_22666_20,107545,INR,NETBANKING,G4,2023-09-21 21:37:00,2023-09-24 12:41:04.470997,SUCCESS,False,0,
TX_42_134_8759,ORD_TX_42_134_8759,CUST_155426_1107,MERCH_23545_35,179928,INR,UPI,G4,2023-02-13 08:35:00,2023-02-16 09:18:09.967030,SUCCESS,False,0,
TX_42_135_2840,ORD_TX_42_135_2840,CUST_157775_987,MERCH_47157_42,251531,INR,CARD,G2,2023-08-23 10:55:00,2023-08-25 18:37:52.565414,SUCCESS,False,0,
TX_42_137_8938,ORD_TX_42_137_8938,CUST_105901_822,MERCH_66250_45,356376,INR,UPI,G1,2023-06-21 15:45:00,2023-06-24 00:27:21.587707,SUCCESS,False,0,
TX_42_138_2294,ORD_TX_42_138_2294,CUST_537805_1802,MERCH_48304_97,172405,INR,WALLET,G4,2023-02-27 10:30:00,2023-03-01 02:34:06.890650,SUCCESS,False,0,
TX_42_139_3208,ORD_TX_42_139_3208,CUST_944081_1614,MERCH_81295_47,444414,INR,CARD,G1,2023-03-19 11:03:00,2023-03-22 04:20:14.827351,SUCCESS,False,0,
TX_42_141_3431,ORD_TX_42_141_3431,CUST_513089_1638,MERCH_44698_43,109475,INR,UPI,G1,2023-03-01 18:58:00,2023-03-03 20:26:31.368952,SUCCESS,False,0,
TX_42_142_5025,ORD_TX_42_142_5025,CUST_935570_494,MERCH_48467_57,360129,INR,NETBANKING,G1,2023-10-11 17:13:00,2023-10-13 18:36:17.607371,SUCCESS,False,0,
TX_42_143_9553,ORD_TX_42_143_9553,CUST_379067_1456,MERCH_51606_8,531840,INR,UPI,G1,2023-04-04 01:18:00,2023-04-06 08:49:26.948419,SUCCESS,False,0,
TX_42_145_7379,ORD_TX_42_145_7379,CUST_762550_1397,MERCH_93104_4,328393,INR,UPI,G4,2023-01-22 10:41:00,2023-01-24 08:06:54.231261,SUCCESS,False,0,
TX_42_146_5675,ORD_TX_42_146_5675,CUST_928569_1714,MERCH_89309_24,138499,INR,UPI,G1,2023-02-11 19:09:00,2023-02-13 05:35:11.158277,SUCCESS,False,0,
TX_42_147_2790,ORD_TX_42_147_2790,CUST_778832_885,MERCH_14014_69,330358,INR,WALLET,G2,2023-06-14 18:26:00,2023-06-17 02:55:43.310875,SUCCESS,False,0,
TX_42_148_9788,ORD_TX_42_148_9788,CUST_787220_615,MERCH_37350_99,436310,INR,UPI,G1,2023-04-30 21:12:00,2023-05-02 14:44:30.288164,SUCCESS,False,0,
TX_42_149_7870,ORD_TX_42_149_7870,CUST_886958_551,MERCH_60015_26,265854,INR,UPI,G2,2023-07-02 08:16:00,2023-07-03 18:51:45.751449,SUCCESS,False,0,
TX_42_150_7875,ORD_TX_42_150_7875,CUST_151707_1712,MERCH_76105_68,99514,INR,CARD,G3,2023-06-05 14:02:00,2023-06-07 16:03:20.870996,SUCCESS,False,0,
TX_42_151_2392,ORD_TX_42_151_2392,CUST_935700_557,MERCH_35658_5,435532,INR,UPI,G4,2023-07-26 07:08:00,2023-07-28 10:18:27.833696,SUCCESS,False,0,
TX_42_152_4981,ORD_TX_42_152_4981,CUST_495395_1586,MERCH_32662_21,87073,INR,CARD,G1,2023-06-05 03:57:00,2023-06-07 02:36:43.927185,SUCCESS,False,0,
TX_42_153_8610,ORD_TX_42_153_8610,CUST_427252_758,MERCH_14014_69,229939,INR,CARD,G1,2023-02-08 00:21:00,2023-02-10 11:31:12.644852,SUCCESS,False,0,
TX_42_154_7865,ORD_TX_42_154_7865,CUST_808754_332,MERCH_90077_11,354899,INR,UPI,G2,2023-07-05 04:14:00,2023-07-06 12:19:01.659289,SUCCESS,False,0,
TX_42_157_6188,ORD_TX_42_157_6188,CUST_500511_1370,MERCH_96027_98,71439,INR,CARD,G1,2023-07-19 22:16:00,2023-07-21 18:34:34.217956,SUCCESS,False,0,
TX_42_158_1340,ORD_TX_42_158_1340,CUST_380466_1043,MERCH_89605_92,184045,INR,CARD,G2,2023-09-23 16:14:00,2023-09-25 22:11:06.403814,SUCCESS,False,0,
TX_42_159_5792,ORD_TX_42_159_5792,CUST_515872_949,MERCH_21411_46,360783,INR,WALLET,G3,2023-06-24 06:14:00,2023-06-26 05:51:28.750919,SUCCESS,False,0,
TX_42_163_8875,ORD_TX_42_163_8875,CUST_866535_1225,MERCH_80316_73,213571,INR,UPI,G3,2023-09-28 06:54:00,2023-09-30 00:14:47.915574,SUCCESS,False,0,
TX_42_164_9106,ORD_TX_42_164_9106,CUST_911554_1007,MERCH_37350_99,356158,INR,CARD,G2,2023-03-13 12:34:00,2023-03-16 07:05:35.237278,SUCCESS,False,0,
TX_42_165_7957,ORD_TX_42_165_7957,CUST_697093_1338,MERCH_12693_30,198919,INR,UPI,G4,2023-03-03 23:39:00,2023-03-06 03:36:47.849717,SUCCESS,False,0,
TX_42_166_9328,ORD_TX_42_166_9328,CUST_392822_319,MERCH_96027_98,66105,INR,UPI,G1,2023-10-18 16:20:00,2023-10-21 12:10:03.623198,SUCCESS,False,0,
TX_42_167_4435,ORD_TX_42_167_4435,CUST_651820_83,MERCH_64886_1,263561,INR,UPI,G1,2023-11-21 00:36:00,2023-11-22 11:12:30.648918,SUCCESS,False,0,
TX_42_168_7261,ORD_TX_42_168_7261,CUST_248702_904,MERCH_80316_73,233592,INR,UPI,G2,2023-01-22 20:13:00,2023-01-22 20:13:15.119154,FAILED,False,0,
TX_42_169_2174,ORD_TX_42_169_2174,CUST_310545_1092,MERCH_76557_12,149612,INR,UPI,G1,2023-05-22 11:03:00,2023-05-24 14:12:20.154985,SUCCESS,False,0,
TX_42_170_5491,ORD_TX_42_170_5491,CUST_166707_1035,MERCH_37350_99,377881,INR,UPI,G2,2023-02-10 09:25:00,2023-02-24 11:33:56.591180,SUCCESS,True,377881,CHARGEBACK
TX_42_172_9809,ORD_TX_42_172_9809,CUST_980006_1479,MERCH_52642_52,422326,INR,CARD,G2,2023-01-06 07:35:00,2023-01-09 06:40:48.194430,SUCCESS,False,0,
TX_42_173_2387,ORD_TX_42_173_2387,CUST_905113_1030,MERCH_89309_24,140287,INR,UPI,G2,2023-06-24 00:21:00,2023-06-25 21:49:25.818832,SUCCESS,False,0,
TX_42_174_3220,ORD_TX_42_174_3220,CUST_967196_1907,MERCH_89309_24,159968,INR,UPI,G3,2023-04-24 19:13:00,2023-04-27 14:14:07.522214,SUCCESS,False,0,
TX_42_175_4845,ORD_TX_42_175_4845,CUST_355948_1244,MERCH_10854_39,130382,INR,CARD,G4,2023-08-19 16:51:00,2023-08-22 12:15:02.730417,SUCCESS,False,0,
TX_42_176_1748,ORD_TX_42_176_1748,CUST_408617_1503,MERCH_58984_18,161448,INR,CARD,G1,2023-10-29 07:01:00,2023-10-31 01:58:09.314138,SUCCESS,False,0,
TX_42_177_8490,ORD_TX_42_177_8490,CUST_925782_1974,MERCH_40746_61,369642,INR,UPI,G3,2023-01-07 03:36:00,2023-01-08 23:34:45.184594,SUCCESS,False,0,
TX_42_178_2824,ORD_TX_42_178_2824,CUST_352419_1136,MERCH_80091_59,181087,INR,UPI,G2,2023-08-03 14:51:00,2023-08-05 14:24:38.365593,SUCCESS,False,0,
TX_42_181_3711,ORD_TX_42_181_3711,CUST_396141_656,MERCH_44698_43,135107,INR,CARD,G2,2023-03-31 04:57:00,2023-04-01 17:01:14.451222,SUCCESS,False,0,
TX_42_182_8002,ORD_TX_42_182_8002,CUST_349877_1356,MERCH_89309_24,175303,INR,UPI,G4,2023-02-06 21:22:00,2023-02-08 13:38:29.957645,SUCCESS,False,0,
TX_42_184_7163,ORD_TX_42_184_7163,CUST_591450_1168,MERCH_11016_15,409302,INR,UPI,G1,2023-04-14 21:44:00,2023-04-17 14:08:13.972062,SUCCESS,False,0,
TX_42_185_1974,ORD_TX_42_185_1974,CUST_779181_517,MERCH_59115_95,438888,INR,UPI,G4,2023-01-21 05:18:00,2023-01-23 19:45:20.133610,SUCCESS,False,0,
