transaction_id,loss_flag,loss_amount,loss_type
TX_42_188_9073,False,0,
TX_42_189_3739,False,0,
TX_42_190_3374,False,0,
TX_42_193_4808,False,0,
TX_42_194_3979,False,0,
TX_42_195_9340,False,0,
TX_42_197_5987,False,0,
TX_42_199_7843,False,0,
TX_42_200_9791,False,0,
TX_42_201_2309,False,0,
TX_42_202_2834,False,0,
TX_42_203_4324,False,0,
TX_42_204_1145,False,0,
TX_42_205_2386,False,0,
TX_42_208_4541,False,0,
TX_42_209_9736,False,0,
TX_42_210_6087,False,0,
TX_42_211_4349,False,0,
TX_42_212_7772,False,0,
TX_42_213_3322,False,0,
TX_42_214_7668,False,0,
TX_42_215_1329,False,0,
TX_42_217_7111,False,0,
TX_42_218_7524,False,0,
TX_42_219_1892,False,0,
TX_42_221_2725,False,0,
TX_42_222_6902,False,0,
TX_42_223_3158,False,0,
TX_42_224_8872,False,0,
TX_42_225_9459,False,0,
TX_42_226_5616,False,0,
TX_42_227_4399,False,0,
TX_42_228_2403,False,0,
TX_42_229_4653,False,0,
TX_42_230_5394,False,0,
TX_42_231_8741,False,0,
TX_42_232_2186,False,0,
TX_42_234_8378,False,0,
TX_42_235_9903,False,0,
TX_42_236_6769,False,0,
TX_42_237_1986,False,0,
TX_42_238_4081,False,0,
TX_42_239_2088,False,0,
TX_42_240_5725,False,0,
TX_42_241_1256,False,0,
TX_42_242_8616,False,0,
TX_42_244_4644,False,0,
TX_42_245_5568,False,0,
TX_42_246_2359,False,0,
TX_42_247_9650,False,0,
TX_42_248_7709,False,0,
TX_42_249_8641,False,0,
TX_42_250_1556,False,0,
TX_42_251_2986,False,0,
TX_42_252_5483,False,0,
TX_42_253_4218,False,0,
TX_42_254_6790,False,0,
TX_42_255_8287,False,0,
TX_42_256_1929,False,0,
TX_42_258_1897,False,0,
TX_42_260_5099,False,0,
TX_42_262_9399,False,0,
TX_42_263_4409,False,0,
TX_42_264_8829,False,0,
TX_42_265_3273,False,0,
TX_42_267_8678,False,0,
TX_42_269_1329,False,0,
TX_42_270_4670,False,0,
TX_42_271_2329,False,0,
TX_42_273_2340,False,0,
TX_42_274_9494,False,0,
TX_42_275_1430,False,0,
TX_42_276_6558,False,0,
TX_42_278_9216,False,0,
TX_42_280_1889,False,0,
TX_42_281_3415,False,0,
TX_42_282_9047,False,0,
TX_42_283_9015,False,0,
TX_42_284_8218,False,0,
TX_42_288_8637,False,0,
TX_42_289_5019,False,0,
TX_42_290_2673,False,0,
TX_42_291_1958,False,0,
TX_42_293_7192,False,0,
TX_42_294_5027,False,0,
TX_42_295_2660,False,0,
TX_42_296_3575,False,0,
TX_42_297_2437,False,0,
TX_42_298_2434,False,0,
TX_42_299_5677,False,0,
TX_42_300_5675,False,0,
TX_42_301_6435,False,0,
TX_42_302_2369,False,0,
TX_42_303_1569,False,0,
TX_42_304_3303,False,0,
TX_42_305_9150,False,0,
TX_42_306_9402,False,0,
TX_42_307_8910,False,0,
TX_42_308_9060,False,0,
TX_42_309_3169,False,0,
TX_42_310_8565,False,0,
TX_42_311_5513,False,0,
TX_42_312_8091,True,553973,CHARGEBACK
TX_42_313_6591,False,0,
TX_42_314_8843,True,184431,REFUND_ERROR
TX_42_316_2074,False,0,
TX_42_317_2780,False,0,
TX_42_318_4598,False,0,
TX_42_320_7668,False,0,
TX_42_321_1258,False,0,
TX_42_322_2193,False,0,
TX_42_323_9166,False,0,
TX_42_324_8971,False,0,
TX_42_325_9500,False,0,
TX_42_326_7900,False,0,
TX_42_328_6611,False,0,
TX_42_329_8420,False,0,
TX_42_330_7560,False,0,
TX_42_331_3196,False,0,
TX_42_332_9179,False,0,
TX_42_333_6604,False,0,
TX_42_334_1352,False,0,
TX_42_335_7229,False,0,
TX_42_337_8963,False,0,
TX_42_338_6633,False,0,
TX_42_339_7805,False,0,
TX_42_340_7413,False,0,
TX_42_341_8635,False,0,
TX_42_342_6664,False,0,
TX_42_343_5791,False,0,
TX_42_344_1530,False,0,
TX_42_345_1557,False,0,
TX_42_346_7446,False,0,
TX_42_347_1883,False,0,
TX_42_349_3072,False,0,
TX_42_350_6373,False,0,
TX_42_352_3160,False,0,
TX_42_353_9408,False,0,
TX_42_354_7764,False,0,
TX_42_356_2701,False,0,
TX_42_357_8989,False,0,
TX_42_358_8741,False,0,
TX_42_359_6546,False,0,
TX_42_360_1376,False,0,
TX_42_362_3903,False,0,
TX_42_364_4424,False,0,
TX_42_365_9556,False,0,
TX_42_367_4247,False,0,
TX_42_369_9600,False,0,
TX_42_370_1158,False,0,
TX_42_371_3306,False,0,
TX_42_372_1567,False,0,
TX_42_373_1465,False,0,
TX_42_374_3369,False,0,
TX_42_375_9001,False,0,
TX_42_376_9412,False,0,
TX_42_379_6768,False,0,
TX_42_380_1949,False,0,
TX_42_382_2849,False,0,
TX_42_383_6039,False,0,
TX_42_386_6486,False,0,
TX_42_387_5107,False,0,
TX_42_388_8196,False,0,
TX_42_389_1492,False,0,
TX_42_390_8556,False,0,
TX_42_392_1942,False,0,
TX_42_393_1236,False,0,
TX_42_395_4759,False,0,
TX_42_396_1279,False,0,
TX_42_397_5841,False,0,
TX_42_402_2615,False,0,
TX_42_404_6030,False,0,
TX_42_405_3395,True,607925,CHARGEBACK
TX_42_406_9835,False,0,
TX_42_407_8746,False,0,
TX_42_408_8041,False,0,
TX_42_410_3521,False,0,
TX_42_412_1079,False,0,
TX_42_413_6715,False,0,
TX_42_414_8008,False,0,
TX_42_415_9271,False,0,
TX_42_416_2134,False,0,
TX_42_417_4700,False,0,
TX_42_418_3899,False,0,
TX_42_420_6386,False,0,
TX_42_421_3015,False,0,
TX_42_422_2886,False,0,
TX_42_423_6025,False,0,
TX_42_425_1287,False,0,
TX_42_426_1947,False,0,
TX_42_427_3511,False,0,
TX_42_428_4927,False,0,
TX_42_429_1027,False,0,
TX_42_430_4647,False,0,
TX_42_432_1596,False,0,
TX_42_433_6196,False,0,
TX_42_434_9172,True,331433,CHARGEBACK
TX_42_435_5250,False,0,
TX_42_436_6644,False,0,
TX_42_437_5723,False,0,
TX_42_438_3646,False,0,
TX_42_440_9653,False,0,
TX_42_441_7457,False,0,
TX_42_442_4239,False,0,
TX_42_443_9803,False,0,
TX_42_445_4890,False,0,
TX_42_446_7446,False,0,
TX_42_447_8933,False,0,
TX_42_448_5899,False,0,
TX_42_449_2368,False,0,
TX_42_451_2706,False,0,
TX_42_452_4681,False,0,
TX_42_453_7071,False,0,
TX_42_454_1179,False,0,
TX_42_455_2781,False,0,
TX_42_456_4495,False,0,
TX_42_457_3861,False,0,
TX_42_458_8150,False,0,
TX_42_459_9111,False,0,
TX_42_460_6327,False,0,
TX_42_462_5846,False,0,
TX_42_463_6367,False,0,
TX_42_464_6400,False,0,
TX_42_465_3779,False,0,
TX_42_466_3615,False,0,
TX_42_467_8816,False,0,
TX_42_470_7917,False,0,
TX_42_471_2352,False,0,
TX_42_472_1678,False,0,
TX_42_473_9723,False,0,
TX_42_475_1388,False,0,
TX_42_476_9620,False,0,
TX_42_477_5066,False,0,
TX_42_480_7373,False,0,
TX_42_481_6761,False,0,
TX_42_482_9045,False,0,
TX_42_483_8120,False,0,
TX_42_484_3846,False,0,
TX_42_485_3686,False,0,
TX_42_486_6631,False,0,
TX_42_487_4692,False,0,
TX_42_489_6861,False,0,
TX_42_490_9530,False,0,
TX_42_492_6489,False,0,
TX_42_493_1020,False,0,
TX_42_494_5105,False,0,
TX_42_496_4081,False,0,
TX_42_497_3493,False,0,
TX_42_498_9794,False,0,
TX_42_500_5133,False,0,
TX_42_502_8066,False,0,
TX_42_503_7997,False,0,
TX_42_505_7385,False,0,
TX_42_506_8518,False,0,
TX_42_507_1926,False,0,
TX_42_509_1914,False,0,
TX_42_510_6380,False,0,
TX_42_511_9499,False,0,
TX_42_512_5543,False,0,
TX_42_513_4651,False,0,
TX_42_514_3693,False,0,
TX_42_516_4107,True,303121,PAYMENT_STATE_DIVERGENCE
TX_42_517_3543,False,0,
TX_42_518_2795,False,0,
TX_42_519_7995,False,0,
TX_42_520_1710,False,0,
TX_42_521_1653,False,0,
TX_42_522_4766,False,0,
TX_42_523_7229,False,0,
TX_42_524_2699,False,0,
TX_42_525_6869,False,0,
TX_42_526_6385,False,0,
TX_42_527_8144,False,0,
TX_42_529_1861,False,0,
TX_42_530_6962,False,0,
TX_42_531_5257,False,0,
TX_42_532_2191,False,0,
TX_42_533_2772,False,0,
TX_42_534_4956,False,0,
TX_42_535_2037,False,0,
TX_42_537_3137,False,0,
TX_42_538_8583,False,0,
TX_42_539_9727,False,0,
TX_42_540_2308,False,0,
TX_42_542_3788,False,0,
TX_42_543_2210,False,0,
TX_42_544_1518,False,0,
TX_42_545_4085,False,0,
TX_42_546_3394,False,0,
TX_42_547_5971,False,0,
TX_42_549_2505,False,0,
TX_42_550_1551,False,0,
TX_42_551_7629,False,0,
TX_42_552_9962,False,0,
TX_42_553_6234,False,0,
TX_42_555_6969,False,0,
TX_42_556_9291,False,0,
TX_42_557_6783,False,0,
TX_42_558_2617,False,0,
TX_42_559_7337,False,0,
TX_42_560_1037,False,0,
TX_42_561_4190,False,0,
TX_42_563_2361,False,0,
TX_42_564_7467,False,0,
TX_42_565_1064,False,0,
TX_42_567_7194,False,0,
TX_42_568_8263,False,0,
TX_42_569_4449,False,0,
TX_42_570_3271,False,0,
TX_42_571_2234,True,316406,PAYMENT_STATE_DIVERGENCE
TX_42_572_3951,False,0,
TX_42_573_8160,False,0,
TX_42_575_7458,False,0,
TX_42_576_1751,False,0,
TX_42_577_8700,False,0,
TX_42_578_9558,False,0,
TX_42_579_4716,False,0,
TX_42_580_4194,False,0,
TX_42_581_1723,False,0,
TX_42_582_1949,False,0,
TX_42_585_3067,False,0,
TX_42_586_7811,False,0,
TX_42_587_7322,False,0,
TX_42_588_7590,False,0,
TX_42_590_7327,False,0,
TX_42_591_3780,False,0,
TX_42_592_6279,False,0,
TX_42_593_8868,False,0,
TX_42_594_6948,False,0,
TX_42_596_1414,False,0,
TX_42_597_9535,False,0,
TX_42_598_4360,False,0,
TX_42_600_9689,False,0,
TX_42_601_9032,False,0,
TX_42_602_1615,False,0,
TX_42_604_6691,False,0,
TX_42_605_4574,False,0,
TX_42_606_2120,False,0,
TX_42_607_6207,False,0,
TX_42_609_1549,False,0,
TX_42_610_2691,False,0,
TX_42_611_7023,False,0,
TX_42_612_6412,False,0,
TX_42_613_1929,False,0,
TX_42_614_9448,False,0,
TX_42_615_6151,False,0,
TX_42_616_6717,False,0,
TX_42_617_2152,False,0,
TX_42_618_7932,False,0,
TX_42_619_7587,False,0,
TX_42_620_7274,False,0,
TX_42_621_5224,False,0,
TX_42_623_2781,False,0,
TX_42_624_8983,False,0,
TX_42_625_8615,False,0,
TX_42_626_9909,False,0,
TX_42_630_7844,False,0,
TX_42_631_4598,False,0,
TX_42_632_6917,False,0,
TX_42_633_6484,False,0,
TX_42_634_6413,False,0,
TX_42_635_9632,False,0,
TX_42_636_2222,False,0,
TX_42_638_4439,False,0,
TX_42_639_1329,False,0,
TX_42_640_3448,False,0,
TX_42_642_8911,False,0,
TX_42_644_5999,False,0,
TX_42_645_4747,False,0,
TX_42_646_5166,False,0,
TX_42_647_5378,False,0,
TX_42_649_2237,False,0,
TX_42_650_9273,False,0,
TX_42_651_2586,False,0,
TX_42_652_6416,False,0,
TX_42_654_2235,False,0,
TX_42_655_5527,False,0,
TX_42_657_8354,False,0,
TX_42_658_1842,False,0,
TX_42_659_1381,False,0,
TX_42_660_7415,False,0,
TX_42_661_1479,False,0,
TX_42_662_2217,False,0,
TX_42_663_2577,False,0,
TX_42_664_9195,False,0,
TX_42_665_4044,False,0,
TX_42_666_2486,False,0,
TX_42_667_8185,False,0,
TX_42_668_8216,False,0,
TX_42_669_9032,False,0,
TX_42_670_8994,False,0,
TX_42_671_8147,False,0,
TX_42_672_9924,False,0,
TX_42_673_9829,False,0,
TX_42_674_6846,False,0,
TX_42_677_4434,False,0,
TX_42_678_7066,False,0,
TX_42_679_6086,False,0,
TX_42_680_2185,False,0,
TX_42_682_9100,False,0,
TX_42_683_6480,False,0,
TX_42_684_1576,False,0,
TX_42_685_4520,False,0,
TX_42_686_1841,False,0,
TX_42_687_9149,False,0,
TX_42_688_1473,False,0,
TX_42_689_2066,False,0,
TX_42_690_3563,False,0,
TX_42_691_1749,False,0,
TX_42_692_4816,False,0,
TX_42_693_3472,False,0,
TX_42_695_1837,False,0,
TX_42_696_6243,False,0,
TX_42_697_8677,False,0,
TX_42_699_6565,False,0,
TX_42_701_7161,False,0,
TX_42_702_2070,False,0,
TX_42_703_7406,False,0,
TX_42_704_8458,False,0,
TX_42_705_8257,False,0,
TX_42_707_5013,False,0,
TX_42_708_1584,False,0,
TX_42_710_6380,False,0,
TX_42_712_9680,False,0,
TX_42_713_9989,False,0,
TX_42_714_3156,False,0,
TX_42_715_4943,False,0,
TX_42_716_9149,False,0,
TX_42_717_2466,False,0,
TX_42_719_9406,False,0,
TX_42_721_7882,False,0,
TX_42_722_9108,False,0,
TX_42_723_9126,False,0,
TX_42_724_9645,False,0,
TX_42_726_6868,False,0,
TX_42_727_1079,False,0,
TX_42_728_3660,False,0,
TX_42_730_5367,False,0,
TX_42_731_3203,False,0,
TX_42_732_1118,False,0,
TX_42_733_5290,False,0,
TX_42_735_4603,False,0,
TX_42_736_4763,False,0,
TX_42_737_8201,False,0,
TX_42_738_1184,False,0,
TX_42_739_2717,False,0,
TX_42_740_7340,False,0,
TX_42_741_8506,False,0,
TX_42_742_8641,False,0,
TX_42_743_3407,False,0,
TX_42_744_2746,False,0,
TX_42_745_5800,False,0,
TX_42_747_8359,False,0,
TX_42_748_5651,False,0,
TX_42_749_6607,False,0,
TX_42_751_3380,False,0,
TX_42_752_8750,False,0,
TX_42_753_9956,False,0,
TX_42_754_7546,False,0,
TX_42_755_2452,False,0,
TX_42_758_7671,False,0,
TX_42_759_9452,False,0,
TX_42_760_9787,False,0,
TX_42_762_6909,False,0,
TX_42_763_6305,False,0,
TX_42_764_4696,True,206933,CHARGEBACK
TX_42_765_6609,False,0,
TX_42_766_3039,False,0,
TX_42_767_3450,False,0,
TX_42_768_3080,False,0,
TX_42_770_2329,False,0,
TX_42_772_1787,False,0,
TX_42_773_6938,False,0,
TX_42_774_1754,False,0,
TX_42_775_3416,False,0,
TX_42_776_2315,False,0,
TX_42_777_5182,False,0,
TX_42_778_9140,False,0,
TX_42_779_2472,False,0,
TX_42_780_8177,False,0,
TX_42_781_6726,False,0,
TX_42_783_8890,False,0,
TX_42_784_1132,False,0,
TX_42_785_3127,False,0,
TX_42_786_1954,False,0,
TX_42_787_8703,False,0,
TX_42_788_1947,False,0,
TX_42_789_8002,False,0,
TX_42_790_3274,False,0,
TX_42_791_4887,False,0,
TX_42_792_5245,False,0,
TX_42_793_7841,False,0,
TX_42_794_7037,False,0,
TX_42_795_2353,False,0,
TX_42_796_7376,False,0,
TX_42_797_4185,False,0,
TX_42_798_8568,False,0,
TX_42_800_8852,False,0,
TX_42_801_2602,False,0,
TX_42_803_8465,False,0,
TX_42_806_4649,False,0,
TX_42_807_3625,False,0,
TX_42_808_5385,False,0,
TX_42_809_5133,False,0,
TX_42_811_7212,False,0,
TX_42_812_1794,False,0,
TX_42_813_9503,False,0,
TX_42_814_1232,False,0,
TX_42_815_7544,False,0,
TX_42_816_4433,False,0,
TX_42_818_9767,False,0,
TX_42_819_6575,False,0,
TX_42_820_7881,False,0,
TX_42_821_4345,False,0,
TX_42_823_5407,False,0,
TX_42_824_3727,False,0,
TX_42_825_4624,False,0,
TX_42_826_8288,False,0,
TX_42_827_8732,False,0,
TX_42_828_9541,False,0,
TX_42_829_7304,False,0,
TX_42_830_7714,False,0,
TX_42_831_8734,False,0,
TX_42_832_9972,False,0,
TX_42_833_7152,False,0,
TX_42_834_7299,True,332540,PAYMENT_STATE_DIVERGENCE
TX_42_835_4533,False,0,
TX_42_840_4625,False,0,
TX_42_841_4837,False,0,
TX_42_842_2317,False,0,
TX_42_843_3074,False,0,
TX_42_844_4646,False,0,
TX_42_845_9345,False,0,
TX_42_846_4393,False,0,
TX_42_848_7370,False,0,
TX_42_849_8546,False,0,
TX_42_850_9621,False,0,
TX_42_851_5533,False,0,
TX_42_852_5210,False,0,
TX_42_853_2132,False,0,
TX_42_856_2274,False,0,
TX_42_858_6818,False,0,
TX_42_859_2289,False,0,
TX_42_860_4140,False,0,
TX_42_861_8312,False,0,
TX_42_862_2070,False,0,
TX_42_863_8641,False,0,
TX_42_864_7044,False,0,
TX_42_866_3981,False,0,
TX_42_868_1029,False,0,
TX_42_869_1712,False,0,
TX_42_870_1240,False,0,
TX_42_871_3355,False,0,
TX_42_872_2093,False,0,
TX_42_873_7504,False,0,
TX_42_874_3364,False,0,
TX_42_875_2116,False,0,
TX_42_876_8087,False,0,
TX_42_878_3594,False,0,
TX_42_881_8519,False,0,
TX_42_882_4557,False,0,
TX_42_884_4590,False,0,
TX_42_885_6710,False,0,
TX_42_886_6101,False,0,
TX_42_887_7919,False,0,
TX_42_888_9295,False,0,
TX_42_889_8962,False,0,
TX_42_890_3672,False,0,
TX_42_891_6120,False,0,
TX_42_892_6088,False,0,
TX_42_893_7707,False,0,
TX_42_896_8432,False,0,
TX_42_897_6820,False,0,
TX_42_898_9027,False,0,
TX_42_899_2744,False,0,
TX_42_900_3200,False,0,
TX_42_901_7764,False,0,
TX_42_902_3741,False,0,
TX_42_903_3232,False,0,
TX_42_904_9964,False,0,
TX_42_905_1954,False,0,
TX_42_906_9588,False,0,
TX_42_907_1975,False,0,
TX_42_908_3466,False,0,
TX_42_909_2493,False,0,
TX_42_910_9209,False,0,
TX_42_911_3431,False,0,
TX_42_912_1968,False,0,
TX_42_913_1088,False,0,
TX_42_914_4764,False,0,
TX_42_917_6208,False,0,
TX_42_919_5785,False,0,
TX_42_920_7625,False,0,
TX_42_921_3910,False,0,
TX_42_923_3025,False,0,
TX_42_924_5719,False,0,
TX_42_925_1056,False,0,
TX_42_926_4255,False,0,
TX_42_927_9196,False,0,
TX_42_928_8038,False,0,
TX_42_929_6449,False,0,
TX_42_930_8660,False,0,
TX_42_931_4452,False,0,
TX_42_933_2403,False,0,
TX_42_934_3662,False,0,
TX_42_936_4559,False,0,
TX_42_937_5026,False,0,
TX_42_938_6691,False,0,
TX_42_939_6110,False,0,
TX_42_940_2186,False,0,
TX_42_941_4748,False,0,
TX_42_942_4503,True,212141,CHARGEBACK
TX_42_943_9914,True,181776,REFUND_ERROR
TX_42_944_7819,False,0,
TX_42_946_1887,False,0,
TX_42_947_7691,False,0,
TX_42_948_8260,False,0,
TX_42_949_3984,False,0,
TX_42_950_3555,False,0,
TX_42_951_2795,False,0,
TX_42_953_9769,False,0,
TX_42_954_3740,False,0,
TX_42_957_6439,False,0,
TX_42_958_2946,False,0,
TX_42_959_2552,False,0,
TX_42_960_3905,False,0,
TX_42_961_3843,False,0,
TX_42_964_8860,False,0,
TX_42_965_4435,False,0,
TX_42_966_5434,False,0,
TX_42_967_8760,False,0,
TX_42_969_2628,False,0,
TX_42_970_9794,False,0,
TX_42_971_7880,False,0,
TX_42_972_2554,False,0,
TX_42_973_1208,False,0,
TX_42_974_7100,False,0,
TX_42_975_8627,False,0,
TX_42_977_3333,False,0,
TX_42_978_3535,False,0,
TX_42_979_6260,False,0,
TX_42_981_4392,False,0,
TX_42_982_7941,False,0,
TX_42_983_4017,False,0,
TX_42_984_4482,False,0,
TX_42_985_3793,False,0,
TX_42_986_7880,False,0,
TX_42_987_2470,False,0,
TX_42_989_8106,False,0,
TX_42_990_9903,False,0,
TX_42_991_3687,False,0,
TX_42_993_2511,False,0,
TX_42_994_1188,False,0,
TX_42_995_8202,False,0,
TX_42_996_7822,False,0,
TX_42_997_9868,False,0,
TX_42_998_1031,False,0,
TX_42_999_9650,False,0,
TX_42_1001_6284,False,0,
TX_42_1002_1415,False,0,
TX_42_1003_8299,False,0,
TX_42_1004_6014,False,0,
TX_42_1005_5125,False,0,
TX_42_1006_6103,False,0,
TX_42_1007_1078,False,0,
TX_42_1009_3700,False,0,
TX_42_1010_2805,False,0,
TX_42_1011_6515,False,0,
TX_42_1014_6456,False,0,
TX_42_1015_1110,False,0,
TX_42_1016_1284,False,0,
TX_42_1017_9633,False,0,
TX_42_1018_4405,False,0,
TX_42_1019_3200,False,0,
TX_42_1020_1368,False,0,
TX_42_1021_2050,False,0,
TX_42_1024_7508,False,0,
TX_42_1027_1372,False,0,
TX_42_1030_6922,False,0,
TX_42_1031_5986,False,0,
TX_42_1032_5274,False,0,
TX_42_1033_5001,False,0,
TX_42_1036_2378,False,0,
TX_42_1037_7306,False,0,
TX_42_1039_5568,False,0,
TX_42_1040_8423,False,0,
TX_42_1041_4447,False,0,
TX_42_1042_5864,False,0,
TX_42_1043_8479,False,0,
TX_42_1045_8929,False,0,
TX_42_1046_7407,True,140551,PAYMENT_STATE_DIVERGENCE
TX_42_1047_2634,False,0,
TX_42_1049_9316,False,0,
TX_42_1050_3014,False,0,
TX_42_1053_4632,False,0,
TX_42_1054_7710,False,0,
TX_42_1055_7935,False,0,
TX_42_1056_5941,False,0,
TX_42_1057_6378,False,0,
TX_42_1058_3714,False,0,
TX_42_1059_5804,False,0,
TX_42_1060_6096,False,0,
TX_42_1061_7438,False,0,
TX_42_1062_4157,False,0,
TX_42_1063_8847,False,0,
TX_42_1064_5709,False,0,
TX_42_1065_8396,False,0,
TX_42_1066_4620,False,0,
TX_42_1067_3910,False,0,
TX_42_1068_2360,False,0,
TX_42_1069_6089,False,0,
TX_42_1070_2874,False,0,
TX_42_1071_7208,False,0,
TX_42_1073_8428,False,0,
TX_42_1074_3524,False,0,
TX_42_1077_6877,False,0,
TX_42_1078_9142,False,0,
TX_42_1080_2455,False,0,
TX_42_1081_2057,False,0,
TX_42_1082_2558,False,0,
TX_42_1083_8819,False,0,
TX_42_1084_5440,False,0,
TX_42_1085_6309,False,0,
TX_42_1086_1829,False,0,
TX_42_1087_5365,False,0,
TX_42_1090_6566,False,0,
TX_42_1091_3048,False,0,
TX_42_1093_1563,False,0,
TX_42_1094_5555,False,0,
TX_42_1096_3421,False,0,
TX_42_1097_7691,False,0,
TX_42_1099_3372,False,0,
TX_42_1101_6101,False,0,
TX_42_1102_2946,False,0,
TX_42_1103_8179,False,0,
TX_42_1104_9444,False,0,
TX_42_1105_1269,False,0,
TX_42_1106_4844,False,0,
TX_42_1108_3904,False,0,
TX_42_1109_9283,False,0,
TX_42_1110_9228,False,0,
TX_42_1111_4183,False,0,
TX_42_1112_7238,False,0,
TX_42_1113_3988,False,0,
TX_42_1114_8221,False,0,
TX_42_1115_2612,False,0,
TX_42_1116_2223,False,0,
TX_42_1118_2523,False,0,
TX_42_1119_3358,False,0,
TX_42_1120_6519,False,0,
TX_42_1121_3147,False,0,
TX_42_1122_7910,False,0,
TX_42_1123_7242,False,0,
TX_42_1124_2106,False,0,
TX_42_1125_6491,False,0,
TX_42_1126_7234,False,0,
TX_42_1127_2055,False,0,
TX_42_1128_5831,False,0,
TX_42_1129_3871,False,0,
TX_42_1130_1971,False,0,
TX_42_1131_2883,False,0,
TX_42_1132_1676,False,0,
TX_42_1133_5391,False,0,
TX_42_1134_1101,False,0,
TX_42_1138_3204,False,0,
