transaction_id,retry_count,failed_attempt_count,time_to_webhook,amount_paise,gateway,payment_method
TX_42_104_7782,0,0,7.641212,94763,G2,UPI
TX_42_1050_3014,0,0,7.161584,74951,G1,UPI
TX_42_1053_4632,0,0,5.484587,272657,G2,UPI
TX_42_1054_7710,0,0,5.531451,63724,G3,UPI
TX_42_1055_7935,0,0,6.128116,246918,G2,UPI
TX_42_1056_5941,0,0,6.155935,71892,G2,NETBANKING
TX_42_1057_6378,0,0,6.13364,164021,G2,CARD
TX_42_1058_3714,0,0,10.299165,163911,G1,NETBANKING
TX_42_1059_5804,0,0,4.5343219999999995,56849,G2,CARD
TX_42_105_3682,1,1,125.266774,326100,G3,UPI
TX_42_1060_6096,0,0,3.666295,87551,G1,NETBANKING
TX_42_1061_7438,0,0,4.05064,390167,G2,WALLET
TX_42_1062_4157,0,0,7.746154,181216,G1,UPI
TX_42_1063_8847,0,0,5.282642,116604,G2,NETBANKING
TX_42_1064_5709,0,0,5.6864419999999996,163959,G4,NETBANKING
TX_42_1065_8396,0,0,7.122494,146453,G4,CARD
TX_42_1066_4620,0,0,7.220871,417894,G1,NETBANKING
TX_42_1067_3910,0,0,8.475236,449347,G3,CARD
TX_42_1068_2360,0,0,7.557371,91293,G2,UPI
TX_42_1069_6089,0,0,7.781929,133740,G1,UPI
TX_42_1070_2874,0,0,6.33573,279948,G1,UPI
TX_42_1071_7208,0,0,7.237512,315841,G3,UPI
TX_42_1073_8428,0,0,9.180886,61767,G1,UPI
TX_42_1074_3524,0,0,8.271082,338502,G3,CARD
TX_42_1077_6877,0,0,6.894818,412628,G1,UPI
TX_42_1078_9142,0,0,9.068876,248941,G1,UPI
TX_42_107_5196,0,0,5.880774,140310,G3,UPI
TX_42_1080_2455,0,0,4.312687,288909,G4,UPI
TX_42_1081_2057,0,0,5.155573,517400,G3,WALLET
TX_42_1082_2558,0,0,5.381461,61974,G2,UPI
TX_42_1083_8819,0,0,6.393734,298083,G3,UPI
TX_42_1084_5440,0,0,6.335514,276551,G2,UPI
TX_42_1085_6309,0,0,6.310079,138831,G2,WALLET
TX_42_1086_1829,0,0,5.987063,185545,G1,NETBANKING
TX_42_1087_5365,0,0,5.357938,309728,G2,CARD
TX_42_108_3793,1,1,148.053828,268842,G4,NETBANKING
TX_42_1090_6566,0,0,8.369008000000001,252072,G1,NETBANKING
TX_42_1091_3048,0,0,6.41988,371183,G2,UPI
TX_42_1093_1563,0,0,7.66309,166598,G1,UPI
TX_42_1094_5555,0,0,6.485752,379939,G3,UPI
TX_42_1096_3421,0,0,4.031499,357565,G3,CARD
TX_42_1097_7691,0,0,6.708091,53495,G1,UPI
TX_42_1099_3372,0,0,9.178605,304696,G2,UPI
TX_42_109_5567,0,0,8.742287,362107,G1,WALLET
TX_42_1101_6101,0,0,7.688313,359317,G2,WALLET
TX_42_1102_2946,1,1,35.529902,457076,G2,UPI
TX_42_1103_8179,0,0,4.5803139999999996,186518,G2,CARD
TX_42_1104_9444,0,0,8.407859,142978,G1,CARD
TX_42_1105_1269,0,0,9.556589,157130,G1,UPI
TX_42_1106_4844,0,0,7.754193,212517,G4,WALLET
TX_42_1108_3904,0,0,9.459027,399717,G4,WALLET
TX_42_1109_9283,1,1,46.513044,310619,G1,UPI
TX_42_110_4491,0,0,3.357006,197836,G4,UPI
TX_42_1110_9228,0,0,9.470757,124747,G1,CARD
TX_42_1111_4183,0,0,4.654202,183233,G1,CARD
TX_42_1112_7238,0,0,8.926038,82002,G1,NETBANKING
TX_42_1113_3988,1,1,157.552979,257088,G1,UPI
TX_42_1114_8221,0,0,7.312839,175637,G2,NETBANKING
TX_42_1115_2612,0,0,7.070511,336876,G1,WALLET
TX_42_1116_2223,0,0,7.111147,111701,G2,UPI
TX_42_1118_2523,0,0,6.154136,131902,G1,UPI
TX_42_1119_3358,0,0,7.777407,254321,G1,CARD
TX_42_111_4057,0,0,7.481143,177776,G2,CARD
TX_42_1120_6519,1,1,28.96368,333672,G1,UPI
TX_42_1121_3147,0,0,10.624221,357015,G2,CARD
TX_42_1122_7910,0,0,6.313681,360881,G2,UPI
TX_42_1123_7242,0,0,5.852316,189883,G4,UPI
TX_42_1124_2106,0,0,7.263263,372397,G1,UPI
TX_42_1125_6491,0,0,5.245961,439600,G4,UPI
TX_42_1126_7234,0,0,5.462635,354632,G3,NETBANKING
TX_42_1127_2055,0,0,7.997771,373600,G3,CARD
TX_42_1128_5831,1,1,194.644963,353211,G3,NETBANKING
TX_42_1129_3871,1,1,176.634701,364802,G2,WALLET
TX_42_112_5150,0,0,8.155502,112989,G3,UPI
TX_42_1130_1971,0,0,8.786663,226613,G1,CARD
TX_42_1131_2883,0,0,3.557497,158243,G2,CARD
TX_42_1132_1676,0,0,6.872852,340201,G3,UPI
TX_42_1133_5391,0,0,8.026064,129172,G4,UPI
TX_42_1134_1101,0,0,6.353535,492871,G3,UPI
TX_42_1138_3204,0,0,3.488169,428242,G2,CARD
TX_42_1139_2997,0,0,9.030504,201162,G2,UPI
TX_42_1140_8139,1,1,125.641407,341685,G1,CARD
TX_42_1141_5676,0,0,8.866093,187712,G1,UPI
TX_42_1142_6665,1,1,259.934265,452793,G1,UPI
TX_42_1143_5216,0,0,7.102344,290319,G1,UPI
TX_42_1144_2832,0,0,8.024403,252646,G1,WALLET
TX_42_1145_3242,1,1,145.076423,371117,G3,CARD
TX_42_1146_9601,0,0,10.025404,269057,G2,UPI
TX_42_1147_1205,0,0,6.966595,534388,G1,UPI
TX_42_1148_4528,0,0,7.623303,123447,G2,UPI
TX_42_1149_4547,0,0,6.639816,56361,G2,CARD
TX_42_114_4443,0,0,6.165247,396476,G1,UPI
TX_42_1152_2823,0,0,9.520309,206512,G1,WALLET
TX_42_1155_7665,0,0,4.987119,487517,G1,CARD
TX_42_1156_7995,0,0,8.442247,311926,G4,UPI
TX_42_1158_2261,0,0,7.237863,108705,G1,CARD
TX_42_1159_6362,0,0,7.33754,56595,G3,UPI
TX_42_115_5052,0,0,8.755727,146549,G3,UPI
TX_42_1160_4948,0,0,8.529918,242526,G2,UPI
TX_42_1161_6099,0,0,8.15778,94072,G4,NETBANKING
TX_42_1162_3796,0,0,4.490897,381143,G1,CARD
TX_42_1163_8529,1,1,315.227584,111503,G1,UPI
TX_42_1164_1878,0,0,8.184088,483807,G4,CARD
TX_42_1165_2271,0,0,5.897808,129878,G3,UPI
TX_42_1166_7200,1,1,201.414918,164444,G1,WALLET
TX_42_1167_3139,0,0,6.884835,473480,G1,WALLET
TX_42_1168_4774,0,0,7.109355,144348,G3,CARD
TX_42_1169_6530,0,0,5.885287,357803,G1,UPI
TX_42_1171_1072,0,0,8.202707,55751,G2,CARD
TX_42_1173_3375,0,0,6.665228,332091,G3,CARD
TX_42_1174_5375,0,0,8.838011999999999,147891,G1,CARD
TX_42_1175_1868,0,0,3.46054,66666,G1,CARD
TX_42_1176_7455,0,0,5.574391,484824,G2,CARD
TX_42_1177_5509,1,1,313.103205,271294,G1,CARD
TX_42_1179_8508,0,0,7.023719,364636,G2,UPI
TX_42_117_2992,0,0,9.290384,425860,G1,UPI
TX_42_1180_6670,0,0,6.24984,195118,G1,UPI
TX_42_1181_1711,1,1,61.341133,160616,G2,WALLET
TX_42_1182_8597,0,0,8.686138,133302,G4,UPI
TX_42_1183_2922,0,0,6.11083,175065,G1,CARD
TX_42_1184_8261,1,1,153.815518,409365,G2,UPI
TX_42_1185_6155,0,0,6.925764,123508,G3,UPI
TX_42_1186_4903,0,0,7.443602,341275,G1,WALLET
TX_42_1187_5209,0,0,9.090307,261214,G1,UPI
TX_42_1188_9797,0,0,5.004966,278097,G3,WALLET
TX_42_118_6819,0,0,5.991816,318213,G3,UPI
TX_42_1191_3491,0,0,7.135719,263754,G3,CARD
TX_42_1192_8710,0,0,6.713827,324565,G2,UPI
TX_42_1193_4750,0,0,5.323216,68950,G3,NETBANKING
TX_42_1194_3572,0,0,5.321755,582260,G1,UPI
TX_42_1195_7485,0,0,8.835096,98154,G2,WALLET
TX_42_1196_6238,0,0,6.209478,95024,G1,WALLET
TX_42_1197_7608,0,0,5.071544,378305,G3,CARD
TX_42_1198_4865,0,0,9.507251,159508,G2,CARD
TX_42_1199_3927,0,0,5.72021,197629,G4,UPI
TX_42_119_1988,0,0,6.354189,453187,G2,WALLET
TX_42_11_2517,0,0,9.6217,473087,G1,UPI
TX_42_1200_7499,0,0,8.624602,100857,G2,UPI
TX_42_1201_2280,0,0,5.285805,404740,G3,UPI
TX_42_1202_3983,0,0,6.131801,235457,G3,NETBANKING
TX_42_1203_4918,0,0,6.071952,109375,G1,NETBANKING
TX_42_1204_9294,0,0,7.831825,218439,G3,CARD
TX_42_1205_3999,0,0,8.705359,71667,G1,UPI
TX_42_1206_9301,0,0,4.390395,215013,G1,UPI
TX_42_1208_5204,0,0,5.720594,116495,G1,UPI
TX_42_1209_3700,0,0,8.485168,346540,G2,UPI
TX_42_120_7310,1,1,22.497626,265301,G2,CARD
TX_42_1210_8465,0,0,6.885375,338001,G1,UPI
TX_42_1211_1537,0,0,6.78311,366322,G1,UPI
TX_42_1212_9886,1,1,44.05525,123291,G3,NETBANKING
TX_42_1213_2783,0,0,10.434518,539400,G4,CARD
TX_42_1215_6328,0,0,7.479632,159563,G2,NETBANKING
TX_42_1216_6832,0,0,8.908409,437761,G1,NETBANKING
TX_42_1218_7054,0,0,6.004395,155146,G2,CARD
TX_42_1219_7974,0,0,6.147952,226890,G3,CARD
TX_42_121_3064,1,1,111.127228,415054,G2,CARD
TX_42_1220_8461,0,0,8.192632,531477,G1,UPI
TX_42_1221_5936,0,0,4.6146460000000005,271325,G3,WALLET
TX_42_1222_5989,0,0,7.039089,226530,G2,UPI
TX_42_1224_5143,0,0,6.957799,122527,G1,UPI
TX_42_1226_5680,0,0,6.300339,223230,G2,NETBANKING
TX_42_1227_7291,1,1,227.552,382046,G2,CARD
TX_42_1228_8349,0,0,9.38608,395320,G1,WALLET
TX_42_1229_7402,0,0,6.796984,532116,G2,CARD
TX_42_122_1508,0,0,4.873996,245369,G2,UPI
TX_42_1230_5678,0,0,9.226535,188464,G2,WALLET
TX_42_1231_8083,0,0,6.040653,346098,G4,UPI
TX_42_1232_5313,0,0,5.712425,276418,G1,CARD
TX_42_1233_9544,0,0,9.449695,241633,G3,UPI
TX_42_1234_8933,0,0,6.533029,353723,G3,CARD
TX_42_1235_6122,0,0,7.13225,276672,G2,UPI
TX_42_1237_5989,1,1,286.018872,242076,G1,CARD
TX_42_1238_2067,0,0,7.412399,123179,G1,UPI
TX_42_123_8160,0,0,6.883618,109603,G1,UPI
TX_42_1240_3646,0,0,11.059822,331935,G2,CARD
TX_42_1241_6810,0,0,8.596753,309329,G1,UPI
TX_42_1242_2986,0,0,7.415299,310024,G2,UPI
TX_42_1246_7047,0,0,5.951932,166363,G1,CARD
TX_42_1247_1260,0,0,9.471481,118512,G1,NETBANKING
TX_42_1248_8889,0,0,9.322904,189502,G1,UPI
TX_42_1249_1570,0,0,6.869178,312334,G4,UPI
TX_42_1250_9774,0,0,9.516271,157644,G3,UPI
TX_42_1251_6300,0,0,7.923609,131223,G1,WALLET
TX_42_1252_6951,0,0,8.606889,72917,G3,UPI
TX_42_1253_2672,0,0,8.925266,102413,G3,CARD
TX_42_1255_6402,0,0,4.825309,89127,G3,CARD
TX_42_1256_4877,0,0,8.82068,189020,G1,CARD
TX_42_1257_7657,0,0,6.533685,207691,G4,CARD
TX_42_1258_5379,0,0,7.466422,176571,G2,WALLET
TX_42_1259_7452,0,0,7.883465,82290,G2,CARD
TX_42_1260_2399,0,0,6.490502,139518,G1,UPI
TX_42_1263_1607,1,1,87.763532,254414,G1,UPI
TX_42_1264_4887,0,0,7.881719,81151,G2,CARD
TX_42_1265_6786,0,0,5.597926,262571,G3,UPI
TX_42_1266_4726,0,0,7.54904,112483,G1,UPI
TX_42_1267_4371,1,1,29.580052,259672,G2,NETBANKING
TX_42_1268_5745,0,0,6.7406310000000005,383654,G1,WALLET
TX_42_1269_6630,0,0,6.238475,241903,G1,UPI
TX_42_126_5934,0,0,7.298978,435368,G1,UPI
TX_42_1270_1302,0,0,7.429644,198413,G2,UPI
TX_42_1271_6104,0,0,8.758751,130349,G1,CARD
TX_42_1272_7765,1,1,86.509421,232004,G1,WALLET
TX_42_1274_2979,0,0,9.9203,398205,G1,WALLET
TX_42_1275_2996,0,0,7.423286,159500,G1,CARD
TX_42_1276_1859,1,1,132.880741,298924,G1,UPI
TX_42_1277_5865,1,1,288.404667,362460,G1,UPI
TX_42_1278_6489,0,0,4.597424,173754,G4,UPI
TX_42_1279_1933,0,0,7.347174,361654,G1,NETBANKING
TX_42_127_4932,1,1,116.61227,120858,G3,UPI
TX_42_1280_8923,0,0,7.594151,367161,G2,UPI
TX_42_1281_1459,0,0,4.572056,337758,G3,CARD
TX_42_1284_3712,0,0,6.354462,144093,G2,UPI
TX_42_1287_1104,0,0,6.507006,157317,G2,NETBANKING
TX_42_1288_5294,0,0,8.871368,44764,G2,UPI
TX_42_1289_3493,0,0,8.555032,501762,G2,WALLET
TX_42_128_2932,1,1,65.632046,168309,G3,NETBANKING
TX_42_1290_6289,1,1,228.657008,151988,G4,UPI
TX_42_1292_2530,0,0,10.525876,208094,G1,UPI
TX_42_1293_4383,0,0,8.528795,294547,G1,WALLET
TX_42_1297_7909,0,0,6.276365,205960,G2,CARD
TX_42_1298_9674,0,0,9.590366,437856,G2,CARD
TX_42_129_2928,0,0,6.962663,148499,G3,UPI
TX_42_12_1183,0,0,10.223669,201036,G1,UPI
TX_42_1300_5991,1,1,138.507953,132233,G3,UPI
TX_42_1301_9129,0,0,8.752454,416124,G2,UPI
TX_42_1303_6717,0,0,5.90359,137999,G1,UPI
TX_42_1304_5452,0,0,7.071738,349280,G3,UPI
TX_42_1305_5066,0,0,4.484986,68428,G4,UPI
TX_42_1306_7083,0,0,8.048773,165982,G1,NETBANKING
TX_42_1307_2366,0,0,9.374582,60927,G3,UPI
TX_42_1308_2460,0,0,6.89454,462325,G2,CARD
TX_42_130_5161,1,1,52.035341,288700,G2,UPI
TX_42_1310_8100,0,0,8.608053,147154,G3,CARD
TX_42_1311_9690,0,0,5.72679,455763,G1,UPI
TX_42_1312_5540,1,1,304.331348,593252,G2,UPI
TX_42_1313_2652,0,0,5.419711,406368,G1,UPI
TX_42_1314_5177,0,0,8.038573,118088,G1,CARD
TX_42_1315_2729,0,0,7.632512,136237,G3,NETBANKING
TX_42_1316_4380,0,0,7.558194,363287,G3,CARD
TX_42_1317_2934,0,0,4.937879,301675,G2,CARD
TX_42_1318_7610,0,0,6.67675,532863,G1,UPI
TX_42_1319_7138,0,0,6.934753,264483,G1,NETBANKING
TX_42_131_1501,0,0,8.149618,560859,G1,WALLET
TX_42_1321_3510,0,0,7.602929,244629,G1,NETBANKING
TX_42_1322_3547,0,0,7.614062,152032,G1,CARD
TX_42_1323_7684,0,0,9.08496,402513,G2,CARD
TX_42_1324_5270,0,0,6.545197,110020,G2,CARD
TX_42_1326_2247,0,0,6.911085,69738,G1,UPI
TX_42_1327_1053,0,0,7.371898,101806,G3,UPI
TX_42_132_7799,0,0,5.747312,383362,G3,UPI
TX_42_1330_2351,0,0,5.6605419999999995,137308,G2,CARD
TX_42_1331_6713,0,0,5.287234,342634,G2,UPI
TX_42_1332_2951,0,0,8.149383,146421,G3,UPI
TX_42_1333_6346,0,0,5.897404,370693,G1,UPI
TX_42_1334_6493,1,1,73.173867,325125,G3,CARD
TX_42_1335_6324,0,0,6.088274,543582,G1,UPI
TX_42_1336_2777,0,0,5.487842,245496,G2,UPI
TX_42_1338_4045,1,1,261.937957,158877,G2,UPI
TX_42_1339_9505,0,0,5.245951,148126,G1,CARD
TX_42_133_9677,0,0,5.648439,107545,G4,NETBANKING
TX_42_1341_2918,0,0,8.065219,222957,G1,CARD
TX_42_1342_3376,1,1,310.6347,184683,G1,UPI
TX_42_1343_7219,1,1,21.821274,389714,G2,CARD
TX_42_1344_4662,0,0,6.9413979999999995,288264,G2,UPI
TX_42_1345_7408,0,0,7.020517,113176,G3,UPI
TX_42_1346_4489,0,0,8.048784,253115,G1,WALLET
TX_42_1347_5134,0,0,6.414832,394850,G3,UPI
TX_42_134_8759,0,0,8.60426,179928,G4,UPI
TX_42_1350_3522,0,0,6.704057,89009,G2,UPI
TX_42_1351_9099,0,0,6.651908,97719,G1,UPI
TX_42_1352_9579,1,1,111.924918,148711,G1,CARD
TX_42_1354_8964,0,0,10.989851,154920,G3,UPI
TX_42_1356_6551,1,1,192.165702,78796,G2,CARD
TX_42_1357_9688,0,0,7.203912,434647,G3,CARD
TX_42_1358_9832,0,0,7.945819,104008,G1,NETBANKING
TX_42_1359_3215,0,0,9.118668,382698,G3,CARD
TX_42_135_2840,0,0,5.889209,251531,G2,CARD
TX_42_1360_3278,0,0,8.086286,74576,G3,CARD
TX_42_1361_4114,1,1,188.87717,155114,G3,UPI
TX_42_1363_7311,0,0,8.656594,247462,G1,UPI
TX_42_1364_6437,0,0,7.149349,401888,G3,CARD
TX_42_1365_6408,1,1,215.773207,223982,G3,UPI
TX_42_1366_6147,0,0,7.242041,267883,G3,UPI
TX_42_1367_6338,0,0,6.632775,241113,G1,NETBANKING
TX_42_1368_1998,0,0,8.97958,355062,G3,UPI
TX_42_1369_5717,0,0,8.878095,95385,G1,UPI
TX_42_1370_6151,0,0,5.646861,73567,G3,NETBANKING
TX_42_1371_8420,0,0,8.105656,433766,G1,UPI
TX_42_1375_6634,0,0,8.384605,404044,G3,CARD
TX_42_1376_8007,0,0,5.736133,396306,G2,UPI
TX_42_1377_7597,0,0,6.089208,337606,G4,UPI
TX_42_1378_2772,0,0,3.6773540000000002,175188,G2,UPI
TX_42_1379_9580,0,0,8.025149,322301,G3,NETBANKING
TX_42_137_8938,0,0,10.153015,356376,G1,UPI
TX_42_1380_2463,0,0,7.861954,537741,G2,CARD
TX_42_1381_2620,1,1,38.46187,267133,G2,UPI
TX_42_1382_4259,0,0,6.75044,200867,G1,NETBANKING
TX_42_1383_7520,0,0,6.261237,164907,G2,UPI
TX_42_1386_9725,0,0,5.00863,124513,G1,UPI
TX_42_1387_7058,0,0,5.021807,91914,G1,UPI
TX_42_138_2294,0,0,7.862846,172405,G4,WALLET
TX_42_1391_4070,0,0,9.249373,87422,G3,UPI
TX_42_1392_9825,0,0,5.664438,115004,G1,NETBANKING
TX_42_1393_3879,0,0,6.296984,474968,G2,CARD
TX_42_1394_4914,1,1,127.867161,157187,G1,UPI
TX_42_1395_6341,0,0,8.987477,136885,G2,WALLET
TX_42_1397_6559,1,1,170.64239,524188,G1,CARD
TX_42_1398_3508,1,1,82.754158,468362,G2,WALLET
TX_42_1399_6371,0,0,6.162644,351884,G1,UPI
TX_42_139_3208,0,0,5.86653,444414,G1,CARD
TX_42_13_7305,1,1,82.272165,98857,G1,CARD
TX_42_1401_6490,0,0,7.640364,141352,G3,WALLET
TX_42_1402_6379,0,0,9.67281,202648,G1,NETBANKING
TX_42_1403_1982,0,0,4.652414,189310,G1,CARD
TX_42_1404_8434,0,0,7.9874089999999995,218123,G3,WALLET
TX_42_1405_4648,1,1,47.722081,233303,G3,CARD
TX_42_1406_2086,0,0,4.022643,248309,G3,WALLET
TX_42_1407_6647,0,0,4.660087,389849,G3,CARD
TX_42_1409_9561,0,0,7.7102450000000005,364979,G1,UPI
TX_42_1410_7090,0,0,8.530706,177334,G1,CARD
TX_42_1411_7664,0,0,10.076679,363268,G1,UPI
TX_42_1412_9273,0,0,5.143061,452535,G3,UPI
TX_42_1413_1387,0,0,8.17011,409175,G1,WALLET
TX_42_1414_1034,0,0,6.654915,353790,G3,NETBANKING
TX_42_1415_3978,1,1,39.064678,116242,G1,UPI
TX_42_1416_6626,0,0,5.349166,513608,G4,UPI
TX_42_1418_8183,0,0,9.136682,139421,G3,UPI
TX_42_1419_9868,0,0,9.090569,275711,G3,UPI
TX_42_141_3431,0,0,5.642725,109475,G1,UPI
TX_42_1420_5572,0,0,5.946365,226069,G3,CARD
TX_42_1421_4679,0,0,10.137787,251328,G3,UPI
TX_42_1422_3727,0,0,5.151027,325982,G2,UPI
TX_42_1423_4424,0,0,9.574363,206200,G4,UPI
TX_42_1424_2022,0,0,5.467216,449799,G4,WALLET
TX_42_1425_3588,0,0,5.942226,465967,G3,UPI
TX_42_1426_2690,0,0,5.264143,395472,G1,UPI
TX_42_1427_6327,0,0,9.019073,193354,G1,CARD
TX_42_1428_2728,0,0,6.6580390000000005,115046,G3,CARD
TX_42_1429_6873,0,0,7.858206,281182,G1,CARD
TX_42_142_5025,0,0,5.595913,360129,G1,NETBANKING
TX_42_1430_5188,0,0,5.450498,267475,G1,NETBANKING
TX_42_1431_3312,0,0,6.871157,128853,G1,UPI
TX_42_1432_8207,1,1,59.524721,313232,G4,UPI
TX_42_1433_4286,0,0,9.528901,420268,G1,UPI
TX_42_1434_2547,0,0,6.201353,252705,G2,UPI
TX_42_1436_8636,0,0,8.637479,113299,G1,UPI
TX_42_1438_7562,0,0,7.102434,247039,G1,NETBANKING
TX_42_1439_4162,0,0,7.525848,448915,G1,NETBANKING
TX_42_143_9553,0,0,6.126883,531840,G1,UPI
TX_42_1440_4898,0,0,9.824023,158929,G2,UPI
TX_42_1441_7039,1,1,102.771972,498107,G3,UPI
TX_42_1442_3883,1,1,33.783423,366728,G2,NETBANKING
TX_42_1443_7254,0,0,7.507882,106741,G2,UPI
TX_42_1444_3192,0,0,8.192778,518136,G3,CARD
TX_42_1445_8856,0,0,5.529112,134116,G1,UPI
TX_42_1446_6636,0,0,6.481275,131528,G2,CARD
TX_42_1449_3452,1,1,106.990708,202969,G1,CARD
TX_42_1450_5779,0,0,10.33107,404183,G4,UPI
TX_42_1451_8196,0,0,8.171923,378292,G1,CARD
TX_42_1452_1245,1,1,200.431628,468180,G4,UPI
TX_42_1453_2972,0,0,9.312756,292639,G3,UPI
TX_42_1454_4605,0,0,6.667971,179170,G1,CARD
TX_42_1455_3612,0,0,9.646042,140073,G4,UPI
TX_42_1456_7702,0,0,8.928796,77999,G1,UPI
TX_42_1457_6523,0,0,8.740496,226302,G1,CARD
TX_42_1458_8232,0,0,6.535308,110759,G1,UPI
TX_42_1459_1602,0,0,5.288439,394527,G2,UPI
TX_42_145_7379,0,0,7.897825,328393,G4,UPI
TX_42_1460_6647,0,0,7.173775,315142,G1,CARD
TX_42_1462_5528,0,0,4.938834,175108,G2,WALLET
TX_42_1464_7719,0,0,8.188767,475995,G1,UPI
TX_42_1465_7356,0,0,7.333698,46165,G3,UPI
TX_42_1466_1538,0,0,4.224835,199135,G1,NETBANKING
TX_42_1467_5783,0,0,9.487825,438503,G3,UPI
TX_42_146_5675,0,0,9.09646,138499,G1,UPI
TX_42_1470_2639,0,0,5.563418,190044,G1,WALLET
TX_42_1471_5021,0,0,8.428506,159660,G3,CARD
TX_42_1472_6755,0,0,9.256323,451214,G2,CARD
TX_42_1473_5041,1,1,159.704115,216358,G3,UPI
TX_42_1475_1814,1,1,293.22766,398665,G1,NETBANKING
TX_42_1476_8037,0,0,6.43146,428992,G4,UPI
TX_42_1477_4334,0,0,8.613731,239040,G1,UPI
TX_42_1478_6258,0,0,7.66403,83737,G1,CARD
TX_42_1479_4735,1,1,181.538505,156175,G3,UPI
TX_42_147_2790,0,0,8.347093,330358,G2,WALLET
TX_42_1480_2643,0,0,5.256365,395912,G1,UPI
TX_42_1481_4345,0,0,7.568462,504078,G1,CARD
TX_42_1482_4530,0,0,5.721924,330088,G2,NETBANKING
TX_42_1483_4988,0,0,6.57434,528558,G3,UPI
TX_42_1484_8796,0,0,6.271134,303324,G1,CARD
TX_42_1485_9910,0,0,7.001536,601491,G1,UPI
TX_42_1486_3492,0,0,5.254572,118598,G1,WALLET
TX_42_1487_8517,0,0,6.926715,226670,G3,UPI
TX_42_1489_6221,0,0,6.973073,393021,G1,UPI
TX_42_148_9788,0,0,8.334773,436310,G1,UPI
TX_42_1490_6246,0,0,9.048165,273371,G2,UPI
TX_42_1491_1976,0,0,8.679781,268837,G1,UPI
TX_42_1492_7565,0,0,4.315842,637280,G2,CARD
TX_42_1493_4585,0,0,3.963273,420970,G1,CARD
TX_42_1494_7087,0,0,9.570398,249016,G4,UPI
TX_42_1495_3796,1,1,274.03582,210470,G1,CARD
TX_42_1497_6529,0,0,7.172861,301107,G1,CARD
TX_42_1498_3485,1,1,298.080008,406643,G3,UPI
TX_42_1499_9275,0,0,8.317228,115481,G3,UPI
TX_42_149_7870,0,0,8.808897,265854,G2,UPI
TX_42_14_9185,0,0,8.485391,153581,G1,CARD
TX_42_1500_5191,0,0,8.711167,163277,G3,UPI
TX_42_1501_3136,0,0,7.135011,97168,G2,WALLET
TX_42_1502_4417,0,0,5.454233,61188,G3,CARD
TX_42_1503_1792,1,1,23.724534,340225,G2,UPI
TX_42_1504_3711,1,1,233.141836,312300,G2,UPI
TX_42_1505_2960,0,0,7.500254,266956,G1,UPI
TX_42_1506_9605,0,0,6.878921,117229,G1,NETBANKING
TX_42_1507_4998,0,0,7.039159,351440,G1,UPI
TX_42_1508_6368,0,0,8.060342,161111,G1,UPI
TX_42_1509_2874,0,0,5.825023,468035,G1,CARD
TX_42_150_7875,0,0,8.638942,99514,G3,CARD
