event_id,transaction_id,order_id,merchant_id,event_type,timestamp,status,amount_paise,gateway,payment_method,metadata
EV_1b83b9a4,TX_42_4_2630,ORD_TX_42_4_2630,MERCH_69040_53,WEBHOOK_RECEIVED,2023-02-27 09:31:08.184378,SUCCESS,,G1,NETBANKING,{}
EV_275410d6,TX_42_4_2630,ORD_TX_42_4_2630,MERCH_69040_53,SETTLEMENT_CREATED,2023-03-01 12:20:22.939609,PENDING,101173.0,G1,NETBANKING,{}
EV_f53bb524,TX_42_4_2630,ORD_TX_42_4_2630,MERCH_69040_53,SETTLEMENT_COMPLETED,2023-03-01 14:27:11.570382,SUCCESS,101173.0,G1,NETBANKING,{}
EV_5bde3f41,TX_42_6_9112,ORD_TX_42_6_9112,MERCH_58190_19,ORDER_CREATED,2023-02-02 13:28:00.000000,SUCCESS,329865.0,G2,UPI,{}
EV_ea29569d,TX_42_6_9112,ORD_TX_42_6_9112,MERCH_58190_19,PAYMENT_ATTEMPTED,2023-02-02 13:28:01.715326,PENDING,329865.0,G2,UPI,{}
EV_2b92fe5b,TX_42_6_9112,ORD_TX_42_6_9112,MERCH_58190_19,AUTHORIZATION_FAILED,2023-02-02 13:28:05.338474,BANK_DECLINED,329865.0,G2,UPI,{}
EV_23aec4c6,TX_42_6_9112,ORD_TX_42_6_9112,MERCH_58190_19,PAYMENT_RETRIED,2023-02-02 13:29:32.019537,PENDING,329865.0,G2,UPI,{}
EV_701b257c,TX_42_6_9112,ORD_TX_42_6_9112,MERCH_58190_19,AUTHORIZATION_SUCCESS,2023-02-02 13:29:34.891813,SUCCESS,329865.0,G2,UPI,{}
EV_7660e3a6,TX_42_6_9112,ORD_TX_42_6_9112,MERCH_58190_19,CAPTURE_SUCCESS,2023-02-02 13:29:35.411482,SUCCESS,329865.0,G2,UPI,{}
EV_a91a66c1,TX_42_6_9112,ORD_TX_42_6_9112,MERCH_58190_19,WEBHOOK_RECEIVED,2023-02-02 13:29:48.256663,SUCCESS,,G2,UPI,{}
EV_f5569f5a,TX_42_6_9112,ORD_TX_42_6_9112,MERCH_58190_19,SETTLEMENT_CREATED,2023-02-04 12:53:07.709851,PENDING,329865.0,G2,UPI,{}
EV_4e852d5d,TX_42_6_9112,ORD_TX_42_6_9112,MERCH_58190_19,SETTLEMENT_COMPLETED,2023-02-04 15:10:31.550164,SUCCESS,329865.0,G2,UPI,{}
EV_aedbca1f,TX_42_8_8069,ORD_TX_42_8_8069,MERCH_54262_32,ORDER_CREATED,2023-06-05 21:59:00.000000,SUCCESS,423385.0,G1,UPI,{}
EV_24e9c078,TX_42_8_8069,ORD_TX_42_8_8069,MERCH_54262_32,PAYMENT_ATTEMPTED,2023-06-05 21:59:01.093696,PENDING,423385.0,G1,UPI,{}
EV_2e070ce5,TX_42_8_8069,ORD_TX_42_8_8069,MERCH_54262_32,AUTHORIZATION_FAILED,2023-06-05 21:59:08.615081,INSUFFICIENT_FUNDS,423385.0,G1,UPI,{}
EV_c82e4e64,TX_42_8_8069,ORD_TX_42_8_8069,MERCH_54262_32,PAYMENT_RETRIED,2023-06-05 22:03:44.805523,PENDING,423385.0,G1,UPI,{}
EV_1c786315,TX_42_8_8069,ORD_TX_42_8_8069,MERCH_54262_32,AUTHORIZATION_SUCCESS,2023-06-05 22:03:49.494993,SUCCESS,423385.0,G1,UPI,{}
EV_d95098db,TX_42_8_8069,ORD_TX_42_8_8069,MERCH_54262_32,CAPTURE_SUCCESS,2023-06-05 22:03:50.221055,SUCCESS,423385.0,G1,UPI,{}
EV_845a9a7e,TX_42_8_8069,ORD_TX_42_8_8069,MERCH_54262_32,WEBHOOK_RECEIVED,2023-06-05 22:04:01.717992,SUCCESS,,G1,UPI,{}
EV_ba3ad816,TX_42_8_8069,ORD_TX_42_8_8069,MERCH_54262_32,SETTLEMENT_CREATED,2023-06-07 00:43:56.443661,PENDING,423385.0,G1,UPI,{}
EV_44fc0193,TX_42_8_8069,ORD_TX_42_8_8069,MERCH_54262_32,SETTLEMENT_COMPLETED,2023-06-07 03:26:15.864565,SUCCESS,423385.0,G1,UPI,{}
EV_24f51b4e,TX_42_11_2517,ORD_TX_42_11_2517,MERCH_96672_82,ORDER_CREATED,2023-04-19 17:41:00.000000,SUCCESS,473087.0,G1,UPI,{}
EV_3bd7f779,TX_42_11_2517,ORD_TX_42_11_2517,MERCH_96672_82,PAYMENT_ATTEMPTED,2023-04-19 17:41:02.623836,PENDING,473087.0,G1,UPI,{}
EV_d9ba6b5c,TX_42_11_2517,ORD_TX_42_11_2517,MERCH_96672_82,AUTHORIZATION_SUCCESS,2023-04-19 17:41:05.787848,SUCCESS,473087.0,G1,UPI,{}
EV_fa7c76e3,TX_42_11_2517,ORD_TX_42_11_2517,MERCH_96672_82,CAPTURE_SUCCESS,2023-04-19 17:41:06.774209,SUCCESS,473087.0,G1,UPI,{}
EV_7fc32a83,TX_42_11_2517,ORD_TX_42_11_2517,MERCH_96672_82,WEBHOOK_RECEIVED,2023-04-19 17:41:09.621700,SUCCESS,,G1,UPI,{}
EV_f9c7be28,TX_42_11_2517,ORD_TX_42_11_2517,MERCH_96672_82,SETTLEMENT_CREATED,2023-04-21 03:12:48.879392,PENDING,473087.0,G1,UPI,{}
EV_538ecc1a,TX_42_11_2517,ORD_TX_42_11_2517,MERCH_96672_82,SETTLEMENT_COMPLETED,2023-04-21 04:42:29.634979,SUCCESS,473087.0,G1,UPI,{}
EV_d1169226,TX_42_12_1183,ORD_TX_42_12_1183,MERCH_88657_75,ORDER_CREATED,2023-08-18 19:56:00.000000,SUCCESS,201036.0,G1,UPI,{}
EV_138bca6c,TX_42_12_1183,ORD_TX_42_12_1183,MERCH_88657_75,PAYMENT_ATTEMPTED,2023-08-18 19:56:02.377943,PENDING,201036.0,G1,UPI,{}
EV_63280340,TX_42_12_1183,ORD_TX_42_12_1183,MERCH_88657_75,AUTHORIZATION_SUCCESS,2023-08-18 19:56:06.995382,SUCCESS,201036.0,G1,UPI,{}
EV_52a5acf6,TX_42_12_1183,ORD_TX_42_12_1183,MERCH_88657_75,CAPTURE_SUCCESS,2023-08-18 19:56:07.831049,SUCCESS,201036.0,G1,UPI,{}
EV_e03d65ef,TX_42_12_1183,ORD_TX_42_12_1183,MERCH_88657_75,WEBHOOK_RECEIVED,2023-08-18 19:56:10.223669,SUCCESS,,G1,UPI,{}
EV_c6c5f233,TX_42_12_1183,ORD_TX_42_12_1183,MERCH_88657_75,SETTLEMENT_CREATED,2023-08-19 20:15:58.735541,PENDING,201036.0,G1,UPI,{}
EV_ef8e65fc,TX_42_12_1183,ORD_TX_42_12_1183,MERCH_88657_75,SETTLEMENT_COMPLETED,2023-08-19 21:54:13.166135,SUCCESS,201036.0,G1,UPI,{}
EV_9da04479,TX_42_13_7305,ORD_TX_42_13_7305,MERCH_13343_86,ORDER_CREATED,2023-04-13 10:56:00.000000,SUCCESS,98857.0,G1,CARD,{}
EV_47099fcd,TX_42_13_7305,ORD_TX_42_13_7305,MERCH_13343_86,PAYMENT_ATTEMPTED,2023-04-13 10:56:01.247143,PENDING,98857.0,G1,CARD,{}
EV_4a818d01,TX_42_13_7305,ORD_TX_42_13_7305,MERCH_13343_86,AUTHORIZATION_FAILED,2023-04-13 10:56:06.207665,INSUFFICIENT_FUNDS,98857.0,G1,CARD,{}
EV_962b6269,TX_42_13_7305,ORD_TX_42_13_7305,MERCH_13343_86,PAYMENT_RETRIED,2023-04-13 10:57:17.904753,PENDING,98857.0,G1,CARD,{}
EV_546434b0,TX_42_13_7305,ORD_TX_42_13_7305,MERCH_13343_86,AUTHORIZATION_SUCCESS,2023-04-13 10:57:20.624583,SUCCESS,98857.0,G1,CARD,{}
EV_5bf3d442,TX_42_13_7305,ORD_TX_42_13_7305,MERCH_13343_86,CAPTURE_SUCCESS,2023-04-13 10:57:21.472437,SUCCESS,98857.0,G1,CARD,{}
EV_357cccf7,TX_42_13_7305,ORD_TX_42_13_7305,MERCH_13343_86,WEBHOOK_RECEIVED,2023-04-13 10:57:22.272165,SUCCESS,,G1,CARD,{}
EV_979b80b1,TX_42_13_7305,ORD_TX_42_13_7305,MERCH_13343_86,SETTLEMENT_CREATED,2023-04-15 12:27:57.681337,PENDING,98857.0,G1,CARD,{}
EV_95f3f6d4,TX_42_13_7305,ORD_TX_42_13_7305,MERCH_13343_86,SETTLEMENT_COMPLETED,2023-04-15 14:19:47.491038,SUCCESS,98857.0,G1,CARD,{}
EV_63137a79,TX_42_14_9185,ORD_TX_42_14_9185,MERCH_30932_51,ORDER_CREATED,2023-11-10 08:06:00.000000,SUCCESS,153581.0,G1,CARD,{}
EV_f6af2fed,TX_42_14_9185,ORD_TX_42_14_9185,MERCH_30932_51,PAYMENT_ATTEMPTED,2023-11-10 08:06:01.359894,PENDING,153581.0,G1,CARD,{}
EV_f14b4da4,TX_42_14_9185,ORD_TX_42_14_9185,MERCH_30932_51,AUTHORIZATION_SUCCESS,2023-11-10 08:06:04.994539,SUCCESS,153581.0,G1,CARD,{}
EV_4295771b,TX_42_14_9185,ORD_TX_42_14_9185,MERCH_30932_51,CAPTURE_SUCCESS,2023-11-10 08:06:05.932938,SUCCESS,153581.0,G1,CARD,{}
EV_ffb92444,TX_42_14_9185,ORD_TX_42_14_9185,MERCH_30932_51,WEBHOOK_RECEIVED,2023-11-10 08:06:08.485391,SUCCESS,,G1,CARD,{}
EV_77ba82fa,TX_42_14_9185,ORD_TX_42_14_9185,MERCH_30932_51,SETTLEMENT_CREATED,2023-11-12 15:38:23.355486,PENDING,153581.0,G1,CARD,{}
EV_c86a3d37,TX_42_14_9185,ORD_TX_42_14_9185,MERCH_30932_51,SETTLEMENT_COMPLETED,2023-11-12 19:20:05.929325,SUCCESS,153581.0,G1,CARD,{}
EV_80a0b48e,TX_42_15_8409,ORD_TX_42_15_8409,MERCH_83969_9,ORDER_CREATED,2023-03-30 04:08:00.000000,SUCCESS,146565.0,G4,UPI,{}
EV_a90e7be1,TX_42_15_8409,ORD_TX_42_15_8409,MERCH_83969_9,PAYMENT_ATTEMPTED,2023-03-30 04:08:02.449971,PENDING,146565.0,G4,UPI,{}
EV_dae5de20,TX_42_15_8409,ORD_TX_42_15_8409,MERCH_83969_9,AUTHORIZATION_FAILED,2023-03-30 04:08:06.703844,BANK_DECLINED,146565.0,G4,UPI,{}
EV_c5095805,TX_42_15_8409,ORD_TX_42_15_8409,MERCH_83969_9,PAYMENT_RETRIED,2023-03-30 04:13:01.262948,PENDING,146565.0,G4,UPI,{}
EV_b48abe51,TX_42_15_8409,ORD_TX_42_15_8409,MERCH_83969_9,AUTHORIZATION_SUCCESS,2023-03-30 04:13:02.531885,SUCCESS,146565.0,G4,UPI,{}
EV_08ec6113,TX_42_15_8409,ORD_TX_42_15_8409,MERCH_83969_9,CAPTURE_SUCCESS,2023-03-30 04:13:03.167248,SUCCESS,146565.0,G4,UPI,{}
EV_83ae3081,TX_42_15_8409,ORD_TX_42_15_8409,MERCH_83969_9,WEBHOOK_RECEIVED,2023-03-30 04:13:05.514415,SUCCESS,,G4,UPI,{}
EV_f2388a6e,TX_42_15_8409,ORD_TX_42_15_8409,MERCH_83969_9,SETTLEMENT_CREATED,2023-04-01 11:50:11.922387,PENDING,146565.0,G4,UPI,{}
EV_7822c53b,TX_42_15_8409,ORD_TX_42_15_8409,MERCH_83969_9,SETTLEMENT_COMPLETED,2023-04-01 14:26:00.674647,SUCCESS,146565.0,G4,UPI,{}
EV_093cd773,TX_42_16_5939,ORD_TX_42_16_5939,MERCH_95616_38,ORDER_CREATED,2023-05-28 01:33:00.000000,SUCCESS,555813.0,G2,UPI,{}
EV_b903afe1,TX_42_16_5939,ORD_TX_42_16_5939,MERCH_95616_38,PAYMENT_ATTEMPTED,2023-05-28 01:33:02.483927,PENDING,555813.0,G2,UPI,{}
EV_2c016a2a,TX_42_16_5939,ORD_TX_42_16_5939,MERCH_95616_38,AUTHORIZATION_FAILED,2023-05-28 01:33:05.644564,TIMEOUT,555813.0,G2,UPI,{}
EV_2e7674be,TX_42_16_5939,ORD_TX_42_16_5939,MERCH_95616_38,PAYMENT_RETRIED,2023-05-28 01:33:09.520584,PENDING,555813.0,G2,UPI,{}
EV_9ca709fd,TX_42_16_5939,ORD_TX_42_16_5939,MERCH_95616_38,AUTHORIZATION_SUCCESS,2023-05-28 01:33:10.629584,SUCCESS,555813.0,G2,UPI,{}
EV_621bf9d4,TX_42_16_5939,ORD_TX_42_16_5939,MERCH_95616_38,CAPTURE_SUCCESS,2023-05-28 01:33:11.200812,SUCCESS,555813.0,G2,UPI,{}
EV_16213a1a,TX_42_16_5939,ORD_TX_42_16_5939,MERCH_95616_38,WEBHOOK_RECEIVED,2023-05-28 01:33:19.165151,SUCCESS,,G2,UPI,{}
EV_067c4562,TX_42_16_5939,ORD_TX_42_16_5939,MERCH_95616_38,SETTLEMENT_CREATED,2023-05-30 05:07:41.836566,PENDING,555813.0,G2,UPI,{}
EV_7d9a537c,TX_42_16_5939,ORD_TX_42_16_5939,MERCH_95616_38,SETTLEMENT_COMPLETED,2023-05-30 06:32:30.997475,SUCCESS,555813.0,G2,UPI,{}
EV_82475d82,TX_42_16_5939,ORD_TX_42_16_5939,MERCH_95616_38,CHARGEBACK_CREATED,2023-06-26 17:11:17.101136,PENDING,555813.0,G2,UPI,{}
EV_fa63d869,TX_42_19_8658,ORD_TX_42_19_8658,MERCH_31959_34,ORDER_CREATED,2023-08-25 13:56:00.000000,SUCCESS,503137.0,G2,UPI,{}
EV_dbac40cf,TX_42_19_8658,ORD_TX_42_19_8658,MERCH_31959_34,PAYMENT_ATTEMPTED,2023-08-25 13:56:02.850458,PENDING,503137.0,G2,UPI,{}
EV_057a6034,TX_42_19_8658,ORD_TX_42_19_8658,MERCH_31959_34,AUTHORIZATION_FAILED,2023-08-25 13:56:07.794048,TIMEOUT,503137.0,G2,UPI,{}
EV_fd2ca6ef,TX_42_19_8658,ORD_TX_42_19_8658,MERCH_31959_34,PAYMENT_RETRIED,2023-08-25 13:56:21.484433,PENDING,503137.0,G2,UPI,{}
EV_a3179995,TX_42_19_8658,ORD_TX_42_19_8658,MERCH_31959_34,PAYMENT_FAILED,2023-08-25 13:56:24.260894,FAILED,503137.0,G2,UPI,{}
EV_f041ed4f,TX_42_19_8658,ORD_TX_42_19_8658,MERCH_31959_34,WEBHOOK_RECEIVED,2023-08-25 13:56:26.635965,SUCCESS,,G2,UPI,{}
EV_e258abbd,TX_42_20_2956,ORD_TX_42_20_2956,MERCH_25338_78,ORDER_CREATED,2023-02-24 06:21:00.000000,SUCCESS,433465.0,G1,WALLET,{}
EV_8905f041,TX_42_20_2956,ORD_TX_42_20_2956,MERCH_25338_78,PAYMENT_ATTEMPTED,2023-02-24 06:21:01.050222,PENDING,433465.0,G1,WALLET,{}
EV_ddf19217,TX_42_20_2956,ORD_TX_42_20_2956,MERCH_25338_78,AUTHORIZATION_SUCCESS,2023-02-24 06:21:04.890681,SUCCESS,433465.0,G1,WALLET,{}
EV_0ca7e452,TX_42_20_2956,ORD_TX_42_20_2956,MERCH_25338_78,CAPTURE_SUCCESS,2023-02-24 06:21:05.076837,SUCCESS,433465.0,G1,WALLET,{}
EV_c8dbafbe,TX_42_20_2956,ORD_TX_42_20_2956,MERCH_25338_78,WEBHOOK_RECEIVED,2023-02-24 06:21:06.371074,SUCCESS,,G1,WALLET,{}
EV_1d736c0a,TX_42_20_2956,ORD_TX_42_20_2956,MERCH_25338_78,SETTLEMENT_CREATED,2023-02-25 18:56:39.235734,PENDING,433465.0,G1,WALLET,{}
EV_1d85d19d,TX_42_20_2956,ORD_TX_42_20_2956,MERCH_25338_78,SETTLEMENT_COMPLETED,2023-02-25 20:53:00.177301,SUCCESS,433465.0,G1,WALLET,{}
EV_a26889bf,TX_42_21_1961,ORD_TX_42_21_1961,MERCH_66886_7,ORDER_CREATED,2023-08-09 15:07:00.000000,SUCCESS,283635.0,G4,WALLET,{}
EV_e8a646e9,TX_42_21_1961,ORD_TX_42_21_1961,MERCH_66886_7,PAYMENT_ATTEMPTED,2023-08-09 15:07:02.074552,PENDING,283635.0,G4,WALLET,{}
EV_953d7724,TX_42_21_1961,ORD_TX_42_21_1961,MERCH_66886_7,AUTHORIZATION_SUCCESS,2023-08-09 15:07:06.084144,SUCCESS,283635.0,G4,WALLET,{}
EV_e900e253,TX_42_21_1961,ORD_TX_42_21_1961,MERCH_66886_7,CAPTURE_SUCCESS,2023-08-09 15:07:06.662309,SUCCESS,283635.0,G4,WALLET,{}
EV_1b819740,TX_42_21_1961,ORD_TX_42_21_1961,MERCH_66886_7,WEBHOOK_RECEIVED,2023-08-09 15:07:08.855904,SUCCESS,,G4,WALLET,{}
EV_33dbbe97,TX_42_21_1961,ORD_TX_42_21_1961,MERCH_66886_7,SETTLEMENT_CREATED,2023-08-12 02:13:51.444891,PENDING,283635.0,G4,WALLET,{}
EV_88347002,TX_42_21_1961,ORD_TX_42_21_1961,MERCH_66886_7,SETTLEMENT_COMPLETED,2023-08-12 05:42:15.737281,SUCCESS,283635.0,G4,WALLET,{}
EV_15e1edea,TX_42_22_7316,ORD_TX_42_22_7316,MERCH_45222_22,ORDER_CREATED,2023-05-31 14:45:00.000000,SUCCESS,291003.0,G3,CARD,{}
EV_2423f2de,TX_42_22_7316,ORD_TX_42_22_7316,MERCH_45222_22,PAYMENT_ATTEMPTED,2023-05-31 14:45:01.123758,PENDING,291003.0,G3,CARD,{}
EV_e7e8c26e,TX_42_22_7316,ORD_TX_42_22_7316,MERCH_45222_22,AUTHORIZATION_SUCCESS,2023-05-31 14:45:03.221296,SUCCESS,291003.0,G3,CARD,{}
EV_8557897a,TX_42_22_7316,ORD_TX_42_22_7316,MERCH_45222_22,CAPTURE_SUCCESS,2023-05-31 14:45:04.132721,SUCCESS,291003.0,G3,CARD,{}
EV_fc31b389,TX_42_22_7316,ORD_TX_42_22_7316,MERCH_45222_22,WEBHOOK_RECEIVED,2023-05-31 14:45:05.170732,SUCCESS,,G3,CARD,{}
EV_ac5fe82b,TX_42_22_7316,ORD_TX_42_22_7316,MERCH_45222_22,SETTLEMENT_CREATED,2023-06-02 17:36:10.428298,PENDING,291003.0,G3,CARD,{}
EV_ac676e36,TX_42_22_7316,ORD_TX_42_22_7316,MERCH_45222_22,SETTLEMENT_COMPLETED,2023-06-02 21:05:18.100144,SUCCESS,291003.0,G3,CARD,{}
EV_4b40ba93,TX_42_23_5906,ORD_TX_42_23_5906,MERCH_92798_16,ORDER_CREATED,2023-09-10 21:45:00.000000,SUCCESS,167042.0,G4,UPI,{}
EV_e19e5edb,TX_42_23_5906,ORD_TX_42_23_5906,MERCH_92798_16,PAYMENT_ATTEMPTED,2023-09-10 21:45:01.364515,PENDING,167042.0,G4,UPI,{}
EV_7064f801,TX_42_23_5906,ORD_TX_42_23_5906,MERCH_92798_16,AUTHORIZATION_SUCCESS,2023-09-10 21:45:06.151540,SUCCESS,167042.0,G4,UPI,{}
EV_481f5c8f,TX_42_23_5906,ORD_TX_42_23_5906,MERCH_92798_16,CAPTURE_SUCCESS,2023-09-10 21:45:06.611731,SUCCESS,167042.0,G4,UPI,{}
EV_faa88b9d,TX_42_23_5906,ORD_TX_42_23_5906,MERCH_92798_16,WEBHOOK_RECEIVED,2023-09-10 21:45:09.069976,SUCCESS,,G4,UPI,{}
EV_b8de2cf6,TX_42_23_5906,ORD_TX_42_23_5906,MERCH_92798_16,SETTLEMENT_CREATED,2023-09-13 21:17:18.492072,PENDING,167042.0,G4,UPI,{}
EV_214df020,TX_42_23_5906,ORD_TX_42_23_5906,MERCH_92798_16,SETTLEMENT_COMPLETED,2023-09-13 22:21:56.803739,SUCCESS,167042.0,G4,UPI,{}
EV_0e2f31cd,TX_42_24_8483,ORD_TX_42_24_8483,MERCH_88657_75,ORDER_CREATED,2023-01-23 19:26:00.000000,SUCCESS,105248.0,G1,UPI,{}
EV_9c0d2aa6,TX_42_24_8483,ORD_TX_42_24_8483,MERCH_88657_75,PAYMENT_ATTEMPTED,2023-01-23 19:26:02.717798,PENDING,105248.0,G1,UPI,{}
EV_68dc7860,TX_42_24_8483,ORD_TX_42_24_8483,MERCH_88657_75,AUTHORIZATION_SUCCESS,2023-01-23 19:26:07.385566,SUCCESS,105248.0,G1,UPI,{}
EV_81769373,TX_42_24_8483,ORD_TX_42_24_8483,MERCH_88657_75,CAPTURE_SUCCESS,2023-01-23 19:26:08.184227,SUCCESS,105248.0,G1,UPI,{}
EV_8625f21c,TX_42_24_8483,ORD_TX_42_24_8483,MERCH_88657_75,WEBHOOK_RECEIVED,2023-01-23 19:26:09.010480,SUCCESS,,G1,UPI,{}
EV_1677951e,TX_42_24_8483,ORD_TX_42_24_8483,MERCH_88657_75,SETTLEMENT_CREATED,2023-01-25 16:39:50.203863,PENDING,105248.0,G1,UPI,{}
EV_9972dafe,TX_42_24_8483,ORD_TX_42_24_8483,MERCH_88657_75,SETTLEMENT_COMPLETED,2023-01-25 20:03:20.083447,SUCCESS,105248.0,G1,UPI,{}
EV_34206e9c,TX_42_25_4561,ORD_TX_42_25_4561,MERCH_48467_57,ORDER_CREATED,2023-08-18 18:19:00.000000,SUCCESS,280430.0,G1,UPI,{}
EV_b8496423,TX_42_25_4561,ORD_TX_42_25_4561,MERCH_48467_57,PAYMENT_ATTEMPTED,2023-08-18 18:19:02.006124,PENDING,280430.0,G1,UPI,{}
EV_351836fb,TX_42_25_4561,ORD_TX_42_25_4561,MERCH_48467_57,AUTHORIZATION_SUCCESS,2023-08-18 18:19:03.100955,SUCCESS,280430.0,G1,UPI,{}
EV_097e6a29,TX_42_25_4561,ORD_TX_42_25_4561,MERCH_48467_57,CAPTURE_SUCCESS,2023-08-18 18:19:03.952407,SUCCESS,280430.0,G1,UPI,{}
EV_d12b6cae,TX_42_25_4561,ORD_TX_42_25_4561,MERCH_48467_57,WEBHOOK_RECEIVED,2023-08-18 18:19:06.889133,SUCCESS,,G1,UPI,{}
EV_472df0a2,TX_42_25_4561,ORD_TX_42_25_4561,MERCH_48467_57,SETTLEMENT_CREATED,2023-08-20 05:25:45.806072,PENDING,280430.0,G1,UPI,{}
EV_f27d53d7,TX_42_25_4561,ORD_TX_42_25_4561,MERCH_48467_57,SETTLEMENT_COMPLETED,2023-08-20 09:02:04.628931,SUCCESS,280430.0,G1,UPI,{}
EV_2accf00d,TX_42_26_7197,ORD_TX_42_26_7197,MERCH_86429_74,ORDER_CREATED,2023-01-04 22:11:00.000000,SUCCESS,135377.0,G1,CARD,{}
EV_3e95ada0,TX_42_26_7197,ORD_TX_42_26_7197,MERCH_86429_74,PAYMENT_ATTEMPTED,2023-01-04 22:11:02.468430,PENDING,135377.0,G1,CARD,{}
EV_5293a02a,TX_42_26_7197,ORD_TX_42_26_7197,MERCH_86429_74,AUTHORIZATION_SUCCESS,2023-01-04 22:11:03.629462,SUCCESS,135377.0,G1,CARD,{}
