transaction_id,atomic_gateway,atomic_payment_method,atomic_outcome,financial_amount_paise,financial_amount_band,financial_has_refund,financial_has_chargeback,financial_has_settlement,temporal_time_order_to_payment_ms,temporal_time_attempt_to_retry_ms,temporal_time_payment_to_webhook_ms,temporal_retry_speed_bucket,temporal_webhook_latency_bucket,behavioral_attempt_count,behavioral_retry_count,behavioral_failure_count,behavioral_success_count,behavioral_failed_before_success,lifecycle_event_count,lifecycle_unique_event_types,lifecycle_duplicate_success_count,relational_merchant_baseline_failure_rate,deviation_webhook_delay_vs_normal,interactions_gateway_x_retry_speed,interactions_gateway_x_webhook_latency,seq_ORDER_CREATED -> PAYMENT_ATTEMPTED,seq_PAYMENT_ATTEMPTED -> AUTHORIZATION_SUCCESS,seq_AUTHORIZATION_SUCCESS -> CAPTURE_SUCCESS,seq_CAPTURE_SUCCESS -> WEBHOOK_RECEIVED,seq_WEBHOOK_RECEIVED -> SETTLEMENT_CREATED,seq_SETTLEMENT_CREATED -> SETTLEMENT_COMPLETED,seq_ORDER_CREATED -> PAYMENT_ATTEMPTED -> AUTHORIZATION_SUCCESS,seq_PAYMENT_ATTEMPTED -> AUTHORIZATION_SUCCESS -> CAPTURE_SUCCESS,seq_AUTHORIZATION_SUCCESS -> CAPTURE_SUCCESS -> WEBHOOK_RECEIVED,seq_CAPTURE_SUCCESS -> WEBHOOK_RECEIVED -> SETTLEMENT_CREATED,seq_WEBHOOK_RECEIVED -> SETTLEMENT_CREATED -> SETTLEMENT_COMPLETED,seq_PAYMENT_ATTEMPTED -> AUTHORIZATION_FAILED,seq_AUTHORIZATION_FAILED -> PAYMENT_RETRIED,seq_AUTHORIZATION_FAILED -> PAYMENT_RETRIED [SLOW],seq_PAYMENT_RETRIED -> PAYMENT_FAILED,seq_PAYMENT_FAILED -> WEBHOOK_RECEIVED,seq_ORDER_CREATED -> PAYMENT_ATTEMPTED -> AUTHORIZATION_FAILED,seq_PAYMENT_ATTEMPTED -> AUTHORIZATION_FAILED -> PAYMENT_RETRIED,seq_AUTHORIZATION_FAILED -> PAYMENT_RETRIED -> PAYMENT_FAILED,seq_PAYMENT_RETRIED -> PAYMENT_FAILED -> WEBHOOK_RECEIVED,seq_PAYMENT_RETRIED -> AUTHORIZATION_SUCCESS,seq_AUTHORIZATION_FAILED -> PAYMENT_RETRIED -> AUTHORIZATION_SUCCESS,seq_PAYMENT_RETRIED -> AUTHORIZATION_SUCCESS -> CAPTURE_SUCCESS,seq_AUTHORIZATION_FAILED -> PAYMENT_RETRIED [NORMAL],seq_AUTHORIZATION_FAILED -> PAYMENT_RETRIED [FAST],seq_SETTLEMENT_COMPLETED -> CHARGEBACK_CREATED,seq_SETTLEMENT_CREATED -> SETTLEMENT_COMPLETED -> CHARGEBACK_CREATED,seq_AUTHORIZATION_FAILED -> PAYMENT_RETRIED [IMMEDIATE],seq_AUTHORIZATION_SUCCESS -> REFUND_INITIATED,seq_REFUND_INITIATED -> CAPTURE_SUCCESS,seq_PAYMENT_ATTEMPTED -> AUTHORIZATION_SUCCESS -> REFUND_INITIATED,seq_AUTHORIZATION_SUCCESS -> REFUND_INITIATED -> CAPTURE_SUCCESS,seq_REFUND_INITIATED -> CAPTURE_SUCCESS -> WEBHOOK_RECEIVED,seq_WEBHOOK_RECEIVED -> CAPTURE_SUCCESS,seq_CAPTURE_SUCCESS -> SETTLEMENT_CREATED,seq_CAPTURE_SUCCESS -> WEBHOOK_RECEIVED -> CAPTURE_SUCCESS,seq_WEBHOOK_RECEIVED -> CAPTURE_SUCCESS -> SETTLEMENT_CREATED,seq_CAPTURE_SUCCESS -> SETTLEMENT_CREATED -> SETTLEMENT_COMPLETED
TX_42_1010_2805,G3,NETBANKING,SUCCESS,269442,HIGH,False,False,True,1469.354,-1.0,2781.0969999999998,NONE,NORMAL,1,0,0,1,False,7,7,0,0.1566265060240964,0,G3_x_NONE,G3_x_NORMAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1011_6515,G1,WALLET,SUCCESS,305647,HIGH,False,False,True,2926.995,-1.0,814.856,NONE,LOW,1,0,0,1,False,7,7,0,0.1111111111111111,0,G1_x_NONE,G1_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1014_6456,G2,UPI,SUCCESS,390963,HIGH,False,False,True,2281.8830000000003,-1.0,943.035,NONE,LOW,1,0,0,1,False,7,7,0,0.1,0,G2_x_NONE,G2_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1015_1110,G1,NETBANKING,FAILED,524266,HIGH,False,False,False,2436.071,138151.42700000003,-1.0,SLOW,NONE,2,1,1,0,False,6,6,0,0.14473684210526316,0,G1_x_SLOW,G1_x_NONE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1016_1284,G1,UPI,SUCCESS,181515,MEDIUM,False,False,True,1632.179,289352.124,1736.6709999999998,SLOW,LOW,2,1,1,1,True,9,9,0,0.15584415584415584,0,G1_x_SLOW,G1_x_LOW,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1017_9633,G4,UPI,SUCCESS,206938,HIGH,False,False,True,2676.356,-1.0,1051.728,NONE,LOW,1,0,0,1,False,7,7,0,0.1794871794871795,0,G4_x_NONE,G4_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1018_4405,G2,CARD,SUCCESS,112906,MEDIUM,False,False,True,850.17,-1.0,1279.847,NONE,LOW,1,0,0,1,False,7,7,0,0.11702127659574468,0,G2_x_NONE,G2_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1019_3200,G2,UPI,SUCCESS,150264,MEDIUM,False,False,True,1027.042,-1.0,1216.365,NONE,LOW,1,0,0,1,False,7,7,0,0.09615384615384616,0,G2_x_NONE,G2_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_101_9627,G3,CARD,SUCCESS,393282,HIGH,False,False,True,1211.501,-1.0,1225.11,NONE,LOW,1,0,0,1,False,7,7,0,0.08860759493670886,0,G3_x_NONE,G3_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1020_1368,G1,UPI,SUCCESS,59896,MEDIUM,False,False,True,1359.146,-1.0,1087.321,NONE,LOW,1,0,0,1,False,7,7,0,0.08450704225352113,0,G1_x_NONE,G1_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1021_2050,G1,UPI,SUCCESS,340026,HIGH,False,False,True,1323.1889999999999,-1.0,1148.453,NONE,LOW,1,0,0,1,False,7,7,0,0.3230769230769231,0,G1_x_NONE,G1_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1024_7508,G2,UPI,SUCCESS,182747,MEDIUM,False,False,True,1214.3809999999999,-1.0,955.731,NONE,LOW,1,0,0,1,False,7,7,0,0.2638888888888889,0,G2_x_NONE,G2_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1027_1372,G1,NETBANKING,SUCCESS,155210,MEDIUM,False,False,True,2728.933,-1.0,570.578,NONE,LOW,1,0,0,1,False,7,7,0,0.1794871794871795,0,G1_x_NONE,G1_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_102_5887,G1,UPI,SUCCESS,39996,LOW,False,False,True,1788.2630000000001,-1.0,1832.068,NONE,LOW,1,0,0,1,False,7,7,0,0.08450704225352113,0,G1_x_NONE,G1_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1030_6922,G2,UPI,SUCCESS,115247,MEDIUM,False,False,True,1608.489,117827.714,9485.01,SLOW,ELEVATED,2,1,1,1,True,9,9,0,0.09615384615384616,1,G2_x_SLOW,G2_x_ELEVATED,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1031_5986,G3,CARD,SUCCESS,381145,HIGH,False,False,True,1376.8519999999999,-1.0,2665.288,NONE,NORMAL,1,0,0,1,False,7,7,0,0.18181818181818182,0,G3_x_NONE,G3_x_NORMAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1032_5274,G3,NETBANKING,SUCCESS,605012,HIGH,False,False,True,1370.319,-1.0,580.7339999999999,NONE,LOW,1,0,0,1,False,7,7,0,0.18478260869565216,0,G3_x_NONE,G3_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1033_5001,G3,UPI,SUCCESS,445709,HIGH,False,False,True,2180.603,-1.0,1972.65,NONE,LOW,1,0,0,1,False,7,7,0,0.08860759493670886,0,G3_x_NONE,G3_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1036_2378,G3,CARD,SUCCESS,222522,HIGH,False,False,True,1228.6680000000001,-1.0,1035.771,NONE,LOW,1,0,0,1,False,7,7,0,0.1,0,G3_x_NONE,G3_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1037_7306,G1,UPI,SUCCESS,240175,HIGH,False,False,True,775.44,-1.0,1437.988,NONE,LOW,1,0,0,1,False,7,7,0,0.1956521739130435,0,G1_x_NONE,G1_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1039_5568,G1,UPI,SUCCESS,92249,MEDIUM,False,False,True,2924.424,-1.0,2208.681,NONE,NORMAL,1,0,0,1,False,7,7,0,0.07792207792207792,0,G1_x_NONE,G1_x_NORMAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1040_8423,G3,CARD,SUCCESS,383506,HIGH,False,False,True,2338.419,-1.0,2383.963,NONE,NORMAL,1,0,0,1,False,7,7,0,0.14285714285714285,0,G3_x_NONE,G3_x_NORMAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1041_4447,G1,NETBANKING,SUCCESS,358535,HIGH,False,False,True,888.791,-1.0,2848.2380000000003,NONE,NORMAL,1,0,0,1,False,7,7,0,0.18421052631578946,0,G1_x_NONE,G1_x_NORMAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1042_5864,G2,UPI,FAILED,412170,HIGH,False,False,False,551.91,243157.935,-1.0,SLOW,NONE,2,1,1,0,False,6,6,0,0.24691358024691357,0,G2_x_SLOW,G2_x_NONE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1043_8479,G2,CARD,SUCCESS,99409,MEDIUM,False,False,True,979.226,-1.0,2090.1079999999997,NONE,NORMAL,1,0,0,1,False,7,7,0,0.16883116883116883,0,G2_x_NONE,G2_x_NORMAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1045_8929,G2,CARD,SUCCESS,423285,HIGH,False,False,True,2657.565,-1.0,508.406,NONE,LOW,1,0,0,1,False,7,7,0,0.3230769230769231,0,G2_x_NONE,G2_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1046_7407,G2,UPI,SUCCESS,140551,MEDIUM,False,False,True,1328.271,25202.494000000002,11548.130000000001,NORMAL,ELEVATED,2,1,1,1,True,9,9,0,0.17567567567567569,1,G2_x_NORMAL,G2_x_ELEVATED,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1047_2634,G1,UPI,SUCCESS,206420,HIGH,False,False,True,606.862,-1.0,2217.721,NONE,NORMAL,1,0,0,1,False,7,7,0,0.2,0,G1_x_NONE,G1_x_NORMAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX_42_1049_9316,G2,UPI,SUCCESS,163538,MEDIUM,False,False,True,1322.97,-1.0,931.2620000000001,NONE,LOW,1,0,0,1,False,7,7,0,0.06944444444444445,0,G2_x_NONE,G2_x_LOW,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
